,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
1119,140,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5668,709,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5649,707,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3085,386,90,Are you comfortable with statistical analysis?,Yes
737,93,80,Are you comfortable with statistical analysis?,Yes
1293,162,90,Are you comfortable with statistical analysis?,Yes
3857,483,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4318,539,80,Are you legally able to work in Canada?,Yes
1742,218,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2423,303,80,Are you legally able to work in Canada?,Yes
5336,668,80,Are you comfortable with statistical analysis?,Yes
4801,601,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6023,753,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1194,150,90,Are you legally able to work in Canada?,Yes
6075,760,80,Please indicate the required salary you are seeking for this position.,60K
2376,298,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1154,145,100,How many years of experience do you have working with SQL?,4+ years
1560,196,40,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
4140,518,70,Please indicate the required salary you are seeking for this position.,55000
3396,425,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
842,106,100,How many years of experience do you have working with SQL?,4+ years
1850,232,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4778,598,60,Please indicate the required salary you are seeking for this position.,50000
3388,424,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
66,9,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2759,345,70,Please indicate the required salary you are seeking for this position.,"$79,332 - $138,780"
5104,639,80,Please indicate the required salary you are seeking for this position.,75000
4381,548,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
790,99,100,How many years of experience do you have working with SQL?,4+ years
3086,386,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1605,201,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6086,761,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4128,517,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2963,371,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1713,215,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1963,246,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4168,522,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6347,794,100,How many years of experience do you have preparing statistical analysis?,4+ years
3935,492,80,Please indicate the required salary you are seeking for this position.,50000
4072,510,90,Are you comfortable with statistical analysis?,Yes
6166,771,100,Please indicate the required salary you are seeking for this position.,70000
2074,260,80,Are you comfortable with statistical analysis?,Yes
5096,638,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5959,745,80,Are you comfortable with statistical analysis?,Yes
4258,533,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2966,371,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5072,635,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2953,370,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5397,675,80,Are you comfortable with statistical analysis?,Yes
2989,374,70,Are you comfortable with statistical analysis?,Yes
460,58,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
6132,767,100,How many years of experience do you have working with SQL?,4+ years
6208,777,100,How many years of experience do you have working with SQL?,4+ years
2083,261,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2584,324,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
4487,561,100,Are you comfortable with statistical analysis?,Yes
1616,203,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
949,119,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5573,697,90,Are you legally able to work in Canada?,Yes
3439,430,100,How many years of experience do you have working with SQL?,4+ years
6014,752,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
4082,511,100,Are you comfortable with statistical analysis?,Yes
2455,307,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6252,782,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
6194,775,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
2871,359,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
980,123,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4773,597,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4399,550,50,What is your self-determined level of expertise in Microsoft Excel?,Expert
4382,548,60,Are you comfortable with statistical analysis?,No
4727,591,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
3477,435,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6301,788,100,Please indicate the required salary you are seeking for this position.,80000
4087,511,100,How many years of experience do you have working with SQL?,4+ years
5859,733,100,How many years of experience do you have working with SQL?,4+ years
6184,774,80,Please indicate the required salary you are seeking for this position.,$50000
1510,189,80,Are you legally able to work in Canada?,Yes
448,57,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1047,131,60,Are you legally able to work in Canada?,Yes
6289,787,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
2357,295,100,How many years of experience do you have working with SQL?,4+ years
5684,711,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
3417,428,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5050,632,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1235,155,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
3541,443,70,Are you comfortable with statistical analysis?,Yes
1692,212,100,How many years of experience do you have working with SQL?,4+ years
620,78,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
965,121,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5520,691,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2365,296,100,How many years of experience do you have working with SQL?,4+ years
768,97,80,Are you legally able to work in Canada?,Yes
2200,276,80,Are you comfortable with statistical analysis?,Yes
3006,376,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5681,711,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4948,619,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1614,202,65,Please indicate the required salary you are seeking for this position.,50000-60000 annually
4045,506,100,How many years of experience do you have working with SQL?,4+ years
6214,777,100,Please indicate the required salary you are seeking for this position.,Open to discuss
1155,145,100,How many years of experience do you have preparing statistical analysis?,4+ years
1243,156,90,How many years of experience do you have working with SQL?,4+ years
6284,786,100,Please indicate the required salary you are seeking for this position.,80000
2788,349,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
3039,380,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1640,206,80,Please indicate the required salary you are seeking for this position.,90000-100000
2227,279,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
636,80,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3129,392,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
4165,521,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1430,179,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1777,223,60,Are you legally able to work in Canada?,Yes
3403,426,95,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3944,494,90,How many years of experience do you have working with SQL?,4+ years
3367,421,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2675,335,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1646,206,80,Are you legally able to work in Canada?,Yes
2629,329,100,How many years of experience do you have preparing statistical analysis?,4+ years
4937,618,100,Are you comfortable with statistical analysis?,Yes
2429,304,100,Are you comfortable with statistical analysis?,Yes
5665,709,80,Are you legally able to work in Canada?,Yes
5762,721,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1735,217,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2845,356,100,How many years of experience do you have working with SQL?,4+ years
2610,327,80,Are you comfortable with statistical analysis?,Yes
4722,591,90,How many years of experience do you have preparing statistical analysis?,4+ years
2680,336,80,Are you legally able to work in Canada?,Yes
5185,649,80,Are you legally able to work in Canada?,Yes
3767,471,80,Are you legally able to work in Canada?,Yes
888,112,40,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5017,628,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
5091,637,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2829,354,100,How many years of experience do you have working with SQL?,4+ years
1244,156,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4906,614,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
194,25,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3251,407,60,Are you legally able to work in Canada?,Yes
1613,202,65,Are you comfortable with statistical analysis?,Yes
3864,484,65,Are you comfortable with statistical analysis?,Yes
4497,563,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3067,384,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
3063,383,80,Are you legally able to work in Canada?,Yes
5904,739,90,Are you comfortable with statistical analysis?,Yes
4267,534,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2902,363,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2839,355,100,How many years of experience do you have working with SQL?,4+ years
4751,594,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1408,177,90,How many years of experience do you have working with SQL?,4+ years
674,85,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
6291,787,70,Are you legally able to work in Canada?,Yes
3237,405,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6021,753,100,Are you comfortable with statistical analysis?,Yes
370,47,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1964,246,80,Please indicate the required salary you are seeking for this position.,75000-80000CAD
5169,647,75,What is your self-determined level of expertise in Microsoft Excel?,Expert
5588,699,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2169,272,90,Are you legally able to work in Canada?,Yes
3197,400,90,Are you comfortable with statistical analysis?,Yes
3560,446,70,Are you legally able to work in Canada?,Yes
5546,694,80,Are you legally able to work in Canada?,Yes
217,28,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5054,632,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4458,558,100,How many years of experience do you have working with SQL?,4+ years
5837,730,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
239,30,80,Are you comfortable with statistical analysis?,Yes
3143,393,100,Are you comfortable with statistical analysis?,Yes
4930,617,80,Are you comfortable with statistical analysis?,Yes
818,103,95,Are you legally able to work in Canada?,No
1310,164,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
3646,456,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2292,287,90,Are you comfortable with statistical analysis?,Yes
1252,157,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
2428,304,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
3939,493,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4958,620,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4358,545,90,Please indicate the required salary you are seeking for this position.,90000
5263,658,80,Are you comfortable with statistical analysis?,Yes
5256,658,80,Please indicate the required salary you are seeking for this position.,65000
2153,270,90,Are you legally able to work in Canada?,Yes
4590,574,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4376,548,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
921,116,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
4564,571,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3537,443,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
5803,726,80,Are you comfortable with statistical analysis?,Yes
4895,612,90,How many years of experience do you have working with SQL?,2 to 3 years
5770,722,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2591,324,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4872,610,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
3081,386,90,How many years of experience do you have working with SQL?,4+ years
606,76,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2312,290,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2023,253,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2542,318,80,Please indicate the required salary you are seeking for this position.,CAD 100000
3065,384,60,Please indicate the required salary you are seeking for this position.,100000
830,104,100,Are you comfortable with statistical analysis?,Yes
5247,656,80,How many years of experience do you have working with SQL?,2 to 3 years
5366,671,100,Are you legally able to work in Canada?,Yes
5706,714,60,How many years of experience do you have working with SQL?,2 to 3 years
5031,629,90,Please indicate the required salary you are seeking for this position.,"$80,000per Annum"
5669,709,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6290,787,70,Please indicate the required salary you are seeking for this position.,35
1401,176,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
628,79,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
256,33,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
759,95,70,Please indicate the required salary you are seeking for this position.,55-65k
6198,775,80,How many years of experience do you have working with SQL?,2 to 3 years
1167,146,80,Are you comfortable with statistical analysis?,Yes
471,59,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3330,417,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
3434,430,100,Are you legally able to work in Canada?,Yes
2205,276,80,Please indicate the required salary you are seeking for this position.,85000
2547,319,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5607,701,90,Please indicate the required salary you are seeking for this position.,85000
1702,213,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
3659,458,80,How many years of experience do you have working with SQL?,4+ years
2742,343,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
4731,592,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
60,8,80,Please indicate the required salary you are seeking for this position.,75000-80000
3100,388,90,Please indicate the required salary you are seeking for this position.,85000
2138,268,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1793,225,95,How many years of experience do you have working with SQL?,4+ years
3610,452,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
69,9,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
4790,599,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4417,553,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1940,243,80,How many years of experience do you have working with SQL?,2 to 3 years
2443,306,100,How many years of experience do you have preparing statistical analysis?,4+ years
1823,228,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2372,297,100,How many years of experience do you have preparing statistical analysis?,4+ years
1915,240,60,Are you comfortable with statistical analysis?,Yes
4903,613,90,Are you comfortable with statistical analysis?,Yes
1583,198,100,How many years of experience do you have preparing statistical analysis?,4+ years
3215,402,90,Are you legally able to work in Canada?,Yes
5519,690,100,Please indicate the required salary you are seeking for this position.,78000
5361,671,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4321,541,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
341,43,60,Are you comfortable with statistical analysis?,Yes
4774,597,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2538,318,80,Are you comfortable with statistical analysis?,Yes
712,90,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2491,311,100,How many years of experience do you have working with SQL?,4+ years
467,59,80,Are you legally able to work in Canada?,Yes
5565,696,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4757,595,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1034,130,90,How many years of experience do you have preparing statistical analysis?,4+ years
1580,198,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
4203,526,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4336,543,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5206,651,70,Are you comfortable with statistical analysis?,Yes
710,89,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
311,39,90,Are you comfortable with statistical analysis?,Yes
1425,179,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1424,179,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4035,505,90,Are you legally able to work in Canada?,Yes
5465,684,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3445,431,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
409,52,100,How many years of experience do you have working with SQL?,4+ years
887,111,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4835,605,75,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1044,131,60,Please indicate the required salary you are seeking for this position.,65000
5602,701,90,How many years of experience do you have preparing statistical analysis?,4+ years
1728,217,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6331,792,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2916,365,100,How many years of experience do you have preparing statistical analysis?,4+ years
3506,439,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
201,26,90,Are you legally able to work in Canada?,Yes
2383,298,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5198,650,70,Please indicate the required salary you are seeking for this position.,70000
4887,611,80,Are you comfortable with statistical analysis?,Yes
2880,361,55,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
2738,343,80,Please indicate the required salary you are seeking for this position.,70000
4200,526,70,How many years of experience do you have working with SQL?,2 to 3 years
1859,233,80,How many years of experience do you have working with SQL?,4+ years
869,109,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6127,766,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1566,196,40,How many years of experience do you have preparing statistical analysis?,0 to 1 year
4838,605,75,Are you legally able to work in Canada?,No
4319,540,70,Are you legally able to work in Canada?,Yes
3932,492,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
5192,650,70,Are you legally able to work in Canada?,Yes
2198,275,70,Are you legally able to work in Canada?,Yes
5460,683,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4732,592,100,Please indicate the required salary you are seeking for this position.,65000
3743,468,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
6138,768,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1405,176,90,Please indicate the required salary you are seeking for this position.,70000
