,Candidate Deidentified ID,Education College Deidentified ID,Education Degree Name,Education Degree Type,Education Major,Education Start Date,Education End Date
252,38,62.0,Bachelors Degree,None,"TECHNOLOGY, COMPUTER SCIENCE",2014,2018
182,28,44.0,Bachelor of Engineering,Bachelor,Petroleum Engineering,,
927,140,175.0,Master of Science,Master,Data Science,,
82,16,27.0,Baccalaureate Degree,None,Information Technology,,
5,3,4.0,Certificate,None,,,
429,61,94.0,Bachelor of Engineering,Bachelor,Computer Science,,
108,21,30.0,,None,,2018,Present
211,32,53.0,Honours,None,Relevant courses,,
1004,152,190.0,CERTIFICATE IN EXCEL TO MYSQL,None,,,
138,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-10
603,94,127.0,Bachelor of Science,Bachelor,Computer Science,2009-09,2013-08
113,22,32.0,Bachelors Degree,None,"Science and Business, Econ",2018,2022
944,145,166.0,Master of Science,Master,"Big Data Analytics, Relevant Courses, Data Analytics",,
880,130,164.0,Bachelor of Engineering,Bachelor,Electrical Electronics Engineering,,
588,93,125.0,Bachelors Degree,None,Electrical Engineering,,
896,133,168.0,PG Diploma,None,Software Testing,,
191,29,48.0,Masters Degree,None,Manufacturing & Management,,
520,80,113.0,Master of Science,Master,Computer Science,2017-09,2019-05
778,114,75.0,Bachelors Degree,None,,2014-09,2015-04
157,27,42.0,Post-Graduate Diploma,None,Interactive Digital Media,,
878,130,164.0,Bachelor of Engineering,Bachelor,Electrical Electronics Engineering,,
970,150,184.0,Bachelors Degree,None,Industrial Engineering,2004-09,2008-09
552,86,58.0,Master of Economic,None,Finance,2009-09,2012-06
241,37,61.0,Bachelor of Commerce,Bachelor,,2010-06,2013-03
718,111,143.0,Post-Graduate Diploma,None,Liberal Arts,2019-07,2020-06
193,29,48.0,Masters Degree,None,Manufacturing & Management,,
398,56,86.0,MBA,Master,"Information System, Finance",,
941,144,55.0,graduate certificate,None,,2021-05,2021-12
79,15,25.0,Bachelor's,None,Engineering,,
523,81,16.0,Bachelor of Technology,None,Electronics and Communication Engineering,,
512,77,22.0,Bachelor of Science,Bachelor,"Mathematics, Economics",2018-09,2022-06
551,86,119.0,Bachelor of Engineering,Bachelor,Electronic Commerce,2005-09,2009-06
913,136,171.0,Bachelor's,None,,,
315,50,76.0,Bachelor of Commerce,Bachelor,Computer Science,,
804,117,150.0,First School Leaving Certificate,None,,1978,1982
75,14,24.0,Post-Graduate Diploma,None,Business Management,,
11,3,4.0,Certificate,None,,,
1011,152,32.0,Master of Mathematics,Master,ACTUARIAL SCIENCE,,
630,98,131.0,Bachelor's Degree,None,Sociology,,
441,62,22.0,Masters Degree,None,"Information Concentrated, Data Science, UX Design",2022-09,2024-11
737,113,145.0,Scholarship,None,Indonesian,2004,2006
39,8,14.0,Diploma,None,,,
333,53,79.0,Microsoft Certified,None,,,
451,66,98.0,Bachelor of Science,Bachelor,,,
439,62,68.0,Bachelor of Arts,Bachelor,Communication and Linguistics,2014-01,2017-06
742,113,147.0,Masters Degree,None,Electrical Engineering and Information Technology,2008,2010
450,66,98.0,Bachelor of Science,Bachelor,,,
370,55,84.0,GUYANA CIVIL AVIATION AUTHORITY,None,,,
645,102,132.0,MBA,Master,,,
189,29,47.0,Unix Workbench,None,,,
226,33,51.0,Bachelor of Engineering,Bachelor,Computer Engineering,,
400,56,89.0,Certificate,None,Business Analysis,,
392,56,89.0,Certificate,None,Business Analysis,,
503,74,109.0,Bachelor of Science,Bachelor,Information Systems,,
714,111,142.0,Bachelor of Commerce,Bachelor,,2014-06,2017-05
165,27,41.0,Bachelor of Technology,None,Computer Science Engineering,2002,2006
901,134,53.0,Diploma,None,,1997,2001
1020,154,32.0,Masters Degree,None,"Electrical and Computer, Engineering",2018,2019
511,76,111.0,Bachelor's Degree,None,,,
939,144,55.0,graduate certificate,None,,2021-05,2021-12
123,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-10
181,28,45.0,Master of Science,Master,"Energy Economics, Oil and Gas",,
610,95,128.0,Bachelor,None,"Master - Industrial Engineering, Industrial Engineering",,
581,91,,,,,,
376,56,87.0,Bachelor's Degree,None,business,,
914,136,171.0,Bachelor's,None,,,
18,3,5.0,Bachelor of Engineering,Bachelor,Mechanical Engineering - Internship Program,2014-09,2020-05
380,56,87.0,Bachelor's Degree,None,business,,
835,122,158.0,Bachelor of Technology,None,Biotechnology,2016-07,2020-06
363,55,83.0,NEBOSH General Certificate,None,,,
25,6,9.0,Bachelors Degree,None,Mathematics,,
122,23,33.0,Bachelor of Informatics,None,Eng.,2013-01,2017-01
464,69,103.0,Bachelor of Engineering,Bachelor,Information Technology,,
606,94,126.0,Master of Computing,None,,2015-09,2017-05
430,61,95.0,Master of Science,Master,"Management, Information Systems",,
892,131,165.0,Bachelor of Engineering,Bachelor,Computer Engineering,2015-08,2019-05
170,27,41.0,Bachelor of Technology,None,Computer Science Engineering,2002,2006
140,23,33.0,Bachelor of Informatics,None,Eng.,2013-01,2017-01
253,38,63.0,Bachelor of Technology,None,Computer Science,2014-08,2018-06
1002,152,188.0,CERTIFICATE,None,,,
555,87,121.0,Masters Degree,None,Operations Research,,
822,121,156.0,Diploma,None,Business Administration,2015-01,2017-04
139,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-10
105,18,29.0,Post Graduate Certificate,None,Information Technology,,
537,84,116.0,Certificate,None,Network Security,2010-06,2011-06
860,129,162.0,Computer Science Entrance Award,None,,,
931,141,176.0,Masters Degree,None,Technology management,,
820,121,155.0,AB,Bachelor,"Business Administration, Completed courses",2012-09,2014-07
423,60,50.0,Graduate Certificate,None,,,
998,152,32.0,Master of Mathematics,Master,ACTUARIAL SCIENCE,,
21,4,7.0,Diploma,None,"Big Data, Analytics",,
541,84,116.0,Certificate,None,Network Security,2010-06,2011-06
590,93,125.0,Bachelors Degree,None,Electrical Engineering,,
29,7,12.0,Graduate Certificate in Data Analytics,None,"Arts, Technology",2021-01,2022-04
359,55,83.0,NEBOSH General Certificate,None,,,
949,145,166.0,Master of Science,Master,"Big Data Analytics, Relevant Courses, Data Analytics",,
72,14,23.0,Bachelor of Engineering,Bachelor,,,
24,5,8.0,Master of Engineering,Master,Industrial Engineering,,
3,2,2.0,Bachelor of Business Administration,Bachelor,,,
20,4,7.0,Certificate,None,"Big Data, Analytics",,
301,48,75.0,Bachelor of Engineering,Bachelor,Electrical Engineering,,
448,64,97.0,Bachelors Degree,None,Mechanical Engineering and Automation,2014-09,2018-06
505,74,109.0,Bachelor of Science,Bachelor,Information Systems,,
937,143,177.0,Bachelor of Engineering,Bachelor,,2012-07,2016-05
646,102,75.0,Project Management Institute,None,Project Management,,
831,121,157.0,Diploma,None,,2021-05,2022-05
36,8,14.0,Diploma,None,,,
699,107,29.0,Project Management,None,,,
884,130,90.0,Post-Graduate Degree,None,"Big Data, Analytics",,
225,33,26.0,Graduate Certificate,None,"Business, Analytics",,
434,61,95.0,Master of Science,Master,"Management, Information Systems",,
827,121,156.0,Diploma,None,Business Administration,2015-01,2017-04
729,113,146.0,Ph.D.,Doctorate,Two courses,,
292,47,74.0,Master of Science,Master,"applied mathematics, Numerical Analysis",1997-09,2001-11
411,57,90.0,Post-Graduate Certificate,None,"Big Data, Analytics",2020-09,2021-04
568,88,122.0,Master,None,"Engineering, Electronic and Communication Engineering",,
899,133,168.0,PG Diploma,None,Software Testing,,
938,143,177.0,Bachelor of Engineering,Bachelor,,,
824,121,157.0,Diploma,None,,2021-05,2022-05
890,131,166.0,Masters Degree,None,"Big Data, Analytics",2019-09,2020-12
540,84,116.0,Bachelor of Informatics,None,,2010-06,2014-06
455,67,22.0,Certificate of Data Science,None,,,
289,47,73.0,Bachelor of Mathematics,None,,1994-09,1996-07
563,87,121.0,Masters Degree,None,Operations Research,,
688,107,136.0,Post-Graduate Diploma,None,Business Administration,,
228,34,56.0,Advanced Diploma,None,Data Science and Application,2020,2021
659,102,75.0,Project Management Institute,None,Project Management,,
440,62,22.0,Masters Degree,None,"Information Concentrated, Data Science, UX Design",2022-09,2024-11
560,87,120.0,Bachelor of Engineering,Bachelor,Mechanical Engineering,,
661,102,75.0,Pursuing PMP certification,None,,,
17,3,5.0,Bachelor of Engineering,Bachelor,Mechanical Engineering - Internship Program,2014-09,2020-05
1018,153,192.0,Bachelors,None,,,
43,8,14.0,Diploma,None,,,
868,129,162.0,Computer Science Entrance Award,None,,,
26,6,10.0,,None,,,
420,60,93.0,Bachelor's Degree,None,Information and Communication Technology,,
819,120,22.0,Bachelor of Business Administration,Bachelor,,2016,2022
1009,152,189.0,Bachelor of Science,Bachelor,ACTUARIAL SCIENCE,,
919,137,173.0,,None,,1981,1992
124,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-10
59,11,19.0,Bachelor of Information and Computer Science,None,,1999-09,2003-06
664,103,6.0,Bachelor of Engineering,Bachelor,,2006-07,2010-04
898,133,16.0,Bachelor,None,"Technology, Electronics, Communications Engineering",,
840,123,,,,,,
1006,152,190.0,CERTIFICATE IN EXCEL TO MYSQL,None,,,
273,42,68.0,Bachelor of Business,None,"Admin, Accounting, Finance",,
342,54,80.0,Diploma,None,Health & Sanitary Inspector,,
84,16,28.0,Bachelors Degree,None,Applied Statistics,,
310,50,76.0,Bachelor of Commerce,Bachelor,Computer Science,,
776,114,75.0,Bachelors Degree,None,,2014-09,2015-04
780,114,7.0,Bachelor of Engineering,Bachelor,the Engineering Co-op Program,,
417,59,92.0,BSc,Bachelor,Science,,
921,138,174.0,Bachelor of Education,None,,2006,2008
558,87,121.0,Masters Degree,None,Operations Research,,
668,103,6.0,Bachelor of Engineering,Bachelor,,2006-07,2010-04
15,3,3.0,Master of Management,Master,Analytics,,
463,69,103.0,Bachelor of Engineering,Bachelor,Information Technology,,
956,147,32.0,Bachelor of Science,Bachelor,"Science, Bioinformatics Option",2016-09,2022-04
254,38,64.0,Post-Graduate Certificate,None,Business Analytics,2021-06,2022-05
229,34,57.0,Bachelor of Finance,None,,1997,2001
78,15,25.0,Bachelor's,None,Engineering,,
265,40,65.0,Post Graduate Diploma in Management / PGDM,None,,,
633,101,36.0,Post-Graduate Diploma,None,,,
743,113,146.0,Ph.D.,Doctorate,Two courses,,
903,134,53.0,Diploma,None,,1997,2001
934,141,176.0,Masters Degree,None,Technology management,,
923,138,174.0,Bachelor of Education,None,,2006,2008
732,113,146.0,Bachelors Degree,None,Computer Science,2001,2007
92,16,26.0,Graduate Certificate,None,"Business, Analytics",,
325,51,7.0,Bachelor of Engineering,Bachelor,Mechanical Engineering,2016-09,2021-06
277,43,70.0,Professional Diploma,None,"EDUCATION, IT",2017-09,2019-06
829,121,157.0,Diploma,None,,2021-05,2022-05
946,145,179.0,Master of Science,Master,"Big Data Analytics, Relevant Courses",,
415,59,70.0,Diploma,None,Network Engineering,,
53,10,17.0,Master of Engineering,Master,Technology Innovation Management,2020-09,2021-12
723,112,144.0,Masters Degree,None,Industrial Engineering,2018,2019
87,16,28.0,Bachelors Degree,None,Applied Statistics,,
365,55,82.0,Federal Aviation Administration,None,Online Courses,,
584,92,124.0,Bachelor,None,Administration,,
917,137,173.0,,None,,1981,1992
525,81,16.0,Bachelor of Technology,None,Electronics and Communication Engineering,,
612,95,128.0,Bachelor,None,"Master - Industrial Engineering, Industrial Engineering",,
177,27,43.0,Master of Business Administration,Master,International Business Management,,
281,45,,,,,,
395,56,85.0,SAS Advanced Programming Certificate,None,,,
334,53,77.0,Master of Business Administration,Master,Management & Innovation,2014,2016
789,115,90.0,Post Graduate Certificate,None,"Big Data, Analytics",,
909,135,169.0,Bachelors Degree,None,Computer Applications,2013-07,2016-05
37,8,13.0,Masters Degree,None,engineering,,
2,2,2.0,Bachelor of Business Administration,Bachelor,,,
38,8,13.0,Masters Degree,None,engineering,,
268,40,65.0,Post Graduate Diploma in Management / PGDM,None,,,
452,66,99.0,Masters Degree,None,Business Administration,,
710,111,141.0,Master,None,,,
641,102,75.0,Pursuing PMP certification,None,,,
992,151,22.0,Bachelor of Business Administration,Bachelor,Finance and Statistics,,
1025,155,194.0,Secondary Education,None,,2004-05,2009-09
1007,152,189.0,Bachelor of Science,Bachelor,ACTUARIAL SCIENCE,,
321,50,76.0,Bachelor of Commerce,Bachelor,Computer Science,,
954,146,181.0,Master of Applied Science,None,Process Systems Engineering,,
679,105,135.0,Bachelor of Commerce,Bachelor,,,
774,114,75.0,Bachelors Degree,None,,2014-09,2015-04
972,150,185.0,Masters Degree,None,Business Administration,2018-09,2020-12
1010,152,188.0,CERTIFICATE,None,,,
550,86,118.0,Master of Quantitative,None,Finance,2012-09,2014-05
445,63,96.0,Lean Six Sigma Yellow Belt,None,,2006,2010
239,36,16.0,Bachelors Degree,None,information technology,2011,2015
405,56,89.0,Certificate,None,Business Analysis,,
125,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-08
964,149,124.0,Bachelor's,None,computer science,,
195,29,46.0,Bachelors Degree,None,Mechanical Engineering,,
151,27,41.0,Bachelor of Technology,None,Computer Science Engineering,2002,2006
838,122,158.0,Bachelor of Technology,None,Biotechnology,2016-07,2020-06
381,56,89.0,Certificate,None,Business Analysis,,
9,3,5.0,Bachelor of Engineering,Bachelor,Mechanical Engineering - Internship Program,2014-09,2020-05
955,146,181.0,Master of Applied Science,None,Process Systems Engineering,,
307,49,60.0,Post Graduate Diploma,None,Project Management,,
734,113,146.0,Best Student Award,None,,,
258,38,62.0,Bachelors Degree,None,"TECHNOLOGY, COMPUTER SCIENCE",2014,2018
107,20,,,,,,
428,60,50.0,Graduate Certificate,None,"Media Fundamentals, Artificial Intelligence",,
823,121,156.0,Diploma,None,Business Administration,2015-01,2017-04
331,53,78.0,Bachelors Degree,None,Statistics Science,2009,2013
98,16,28.0,Bachelors Degree,None,Applied Statistics,,
597,94,127.0,Bachelor of Science,Bachelor,Computed Science,2009-09,2013-08
731,113,148.0,,None,Industrial and Information Systems Engineering,2011,2014
402,56,85.0,SAS Advanced Programming Certificate,None,,,
149,26,39.0,Bachelor's,None,Business Management,,
318,50,76.0,Bachelor of Commerce,Bachelor,Computer Science,,
950,146,180.0,Bachelor of Technology,None,Chemical Engineering,,
118,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-08
872,129,100.0,Master of Science,Master,,2018-09,2021-12
611,95,128.0,Bachelor,None,"Master - Industrial Engineering, Industrial Engineering",,
67,12,20.0,Master of Business Administration,Master,Finance,,
556,87,121.0,Masters Degree,None,Operations Research,,
854,126,53.0,PG Diploma,None,Mechanical Engineering Technology,,
518,79,,,,,,
758,113,146.0,Best Student Award,None,,,
366,55,83.0,NEBOSH General Certificate,None,,,
453,66,99.0,Masters Degree,None,Business Administration,,
236,35,59.0,Bachelor of Technology,None,Mechanical Engineering,,
867,129,163.0,Bachelor of Science,Bachelor,Computer Science and Engineering,,
655,102,75.0,Project Management Institute,None,Project Management,,
316,50,76.0,Bachelor of Commerce,Bachelor,Computer Science,,
97,16,27.0,Baccalaureate Degree,None,Information Technology,,
285,46,71.0,Master of Science,Master,Engineering Management,,
598,94,127.0,Bachelor of Science,Bachelor,Computer Science,2009-09,2013-08
91,16,28.0,Bachelors Degree,None,Applied Statistics,,
832,121,155.0,AB,Bachelor,"Business Administration, Completed courses",2012-09,2014-07
624,96,129.0,Master of Science,Master,Business Administration,2009,2011
302,48,7.0,Master of Business Administration,Master,Finance,,
839,122,158.0,Bachelor of Technology,None,Biotechnology,2016-07,2020-06
384,56,87.0,Bachelor's Degree,None,business,,
596,94,127.0,Bachelor of Science,Bachelor,Computed Science,2009-09,2013-08
660,102,132.0,MBA,Master,,,
994,151,22.0,Bachelor of Business Administration,Bachelor,Finance and Statistics,,
771,114,7.0,Bachelor of Engineering,Bachelor,the Engineering Co-op Program,,
852,126,160.0,Bachelor of Technology,None,Mechanical Engineering,,
602,94,126.0,Master of Computing,None,,2015-09,2017-05
209,31,51.0,Bachelor of Engineering,Bachelor,INFORMATION TECHNOLOGY,2010,2014
847,124,159.0,Bachelor of Business Administration,Bachelor,Economics,,
336,53,78.0,Bachelors Degree,None,Statistics Science,2009,2013
497,73,107.0,Bachelor of Science,Bachelor,,1999-04,2002-03
987,150,187.0,,None,,notKnown,2018
478,73,108.0,Master of Business Administration-Global,None,Business,2019-01,2020-12
719,112,25.0,Bachelors Degree,None,Mechanical/Mechatronics Engineering,2013,2017
22,5,8.0,Master of Engineering,Master,Industrial Engineering,,
849,125,144.0,Master of Engineering,Master,Computer Networking,,
493,73,108.0,Master of Business Administration-Global,None,Business,2019-01,2020-12
309,49,29.0,Certificate,None,,,
842,124,159.0,Master of Science - Economics,None,,,
1015,153,191.0,Masters,None,Computer Applications,,
169,27,43.0,Master of Business Administration,Master,International Business Management,,
83,16,26.0,Graduate Certificate,None,"Business, Analytics",,
419,59,92.0,BSc,Bachelor,Science,,
486,73,107.0,Bachelor of Science,Bachelor,,1999-04,2002-03
167,27,43.0,Master of Business Administration,Master,International Business Management,,
457,67,101.0,Bachelor of Engineering,Bachelor,,,
573,89,34.0,Masters Degree,None,"Engineering, Computer Engineering",2021-01,2022-04
413,58,91.0,Bachelors Degree,None,"SCIENCE, COMPUTER SCIENCE",2020,2021
651,102,133.0,Bachelor's Degree,None,Sports Science,,
101,16,27.0,Baccalaureate Degree,None,Information Technology,,
1028,156,,,,,,
1017,153,192.0,Bachelors,None,,,
104,18,29.0,Post Graduate Certificate,None,Information Technology,,
466,70,104.0,BTECH,Bachelor,Computer Science & Engineering,2012,2016
658,102,133.0,Bachelor's Degree,None,Sports Science,,
438,62,22.0,Masters Degree,None,"Information Concentrated, Data Science, UX Design",2022-09,2024-11
973,150,186.0,,None,,notKnown,2016
95,16,27.0,Baccalaureate Degree,None,Information Technology,,
397,56,87.0,Bachelor's Degree,None,business,,
144,25,38.0,Masters,None,"business, Analytics",,
763,113,148.0,,None,Industrial and Information Systems Engineering,2011,2014
120,23,33.0,Bachelor of Informatics,None,Eng.,2013-01,2017-01
326,51,7.0,Assistant,None,,2018-09,2019-04
928,140,175.0,Master of Science,Master,Data Science,,
65,12,21.0,Bachelor of Commerce,Bachelor,,,
480,73,108.0,Master of Business Administration-Global,None,Business,2019-01,2020-12
199,30,49.0,Bachelor of Informatics,None,,2007-06,2011-03
553,87,120.0,Bachelor of Engineering,Bachelor,Mechanical Engineering,,
487,73,106.0,Diploma,None,"Finance, Two-years Regular Program",2003-04,2005-03
826,121,155.0,AB,Bachelor,"Business Administration, Completed courses",2012-09,2014-07
587,92,124.0,Bachelor,None,Administration,,
561,87,121.0,Masters Degree,None,Operations Research,,
769,114,7.0,Bachelor of Engineering,Bachelor,the Engineering Co-op Program,,
262,40,25.0,Bachelor of Technology / B.Tech,None,,,
781,114,75.0,Bachelors Degree,None,,2014-09,2015-04
275,43,70.0,Professional Diploma,None,"EDUCATION, IT",2017-09,2019-06
595,94,127.0,Bachelor of Science,Bachelor,Computed Science,2009-09,2013-08
1024,155,194.0,Secondary Education,None,,2004-05,2009-09
214,32,52.0,Master of Business Administration,Master,,2015-07,2017-07
678,105,134.0,Post Graduate Diploma,None,Business and International commerce,,
50,9,16.0,Bachelor of Technology,None,Mechanical Engineering,,
387,56,85.0,SAS Advanced Programming Certificate,None,,,
756,113,147.0,Masters Degree,None,Electrical Engineering and Information Technology,2008,2010
164,27,42.0,Post-Graduate Diploma,None,Interactive Digital Media,,
284,46,72.0,Bachelor of Engineering,Bachelor,Computer Science Engineering,,
618,96,130.0,Certificate in Introduction,None,,2014-06-17,2014-07-01
286,46,71.0,Master of Science,Master,Engineering Management,,
1021,154,193.0,Graduate Certification,None,"Business, Entrepreneurship",2018,2019
508,75,6.0,Master of Computer Applications,Master,,,
470,71,25.0,Bachelor of Computer Science,None,,,
682,105,134.0,Post Graduate Diploma,None,Business and International commerce,,
58,11,19.0,Bachelor of Information and Computer Science,None,,1999-09,2003-06
232,34,58.0,Master of Economic,None,,2006,2009
490,73,107.0,Bachelor of Science,Bachelor,,1999-04,2002-03
738,113,146.0,Best Student Award,None,,,
308,49,60.0,Post Graduate Diploma,None,Project Management,,
669,103,6.0,Bachelor of Engineering,Bachelor,,2006-07,2010-04
93,16,28.0,Bachelors Degree,None,Applied Statistics,,
443,63,96.0,Lean Six Sigma Yellow Belt,None,,2006,2010
116,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-08
841,124,159.0,Master of Science - Economics,None,,,
61,12,20.0,Master of Business Administration,Master,Finance,,
959,148,182.0,Diploma,None,Mobile Application Development,,
616,96,129.0,Bachelors Degree,None,Finance and Banking,2006,2009
638,102,75.0,Project Management Institute,None,Project Management,,
446,63,96.0,Lean Six Sigma Yellow Belt,None,,2006,2010
28,7,12.0,Graduate Certificate in Data Analytics,None,"Arts, Technology",2021-01,2022-04
736,113,147.0,Masters Degree,None,Electrical Engineering and Information Technology,2008,2010
895,133,16.0,Bachelor,None,"Technology, Electronics, Communications Engineering",,
940,144,55.0,graduate certificate,None,,2021-05,2021-12
206,31,51.0,Bachelor of Engineering,Bachelor,INFORMATION TECHNOLOGY,2010,2014
727,113,145.0,Scholarship,None,Indonesian,2004,2006
175,27,41.0,Bachelor of Technology,None,Computer Science Engineering,2002,2006
916,137,172.0,Bachelor of Business Administration,Bachelor,,,
187,28,45.0,Master of Science,Master,"Energy Economics, Oil and Gas",,
16,3,3.0,Master of Management,Master,Analytics,,
422,60,93.0,Bachelor's Degree,None,Information and Communication Technology,,
394,56,89.0,Certificate,None,Business Analysis,,
620,96,130.0,Certificate in Introduction,None,,2014-06-17,2014-07-01
604,94,127.0,Bachelor of Science,Bachelor,Computer Science,2009-09,2013-08
184,28,45.0,Master of Science,Master,"Energy Economics, Oil and Gas",,
459,67,22.0,Certificate of Data Science,None,,,
963,149,124.0,Bachelor's,None,computer science,,
85,16,26.0,Graduate Certificate,None,"Business, Analytics",,
517,78,112.0,Masters Degree,None,Computer Science,,
514,78,112.0,Bachelors Degree,None,Computer Application,,
745,113,148.0,,None,Industrial and Information Systems Engineering,2011,2014
997,151,22.0,Bachelor of Business Administration,Bachelor,Finance and Statistics,,
171,27,43.0,Master of Business Administration,Master,International Business Management,,
958,148,182.0,Diploma,None,Mobile Application Development,,
1008,152,190.0,CERTIFICATE IN EXCEL TO MYSQL,None,,,
404,56,87.0,Bachelor's Degree,None,business,,
255,38,26.0,POST GRADUATE PROGRAM,None,"BUSINESS, ANALYTICS",2021,2022
844,124,159.0,Master of Science - Economics,None,,,
40,8,13.0,Masters Degree,None,engineering,,
266,40,25.0,Bachelor of Technology / B.Tech,None,,,
382,56,85.0,SAS Advanced Programming Certificate,None,,,
509,76,111.0,Bachelor's Degree,None,,,
76,14,23.0,Bachelor of Engineering,Bachelor,,,
845,124,159.0,Bachelor of Business Administration,Bachelor,Economics,,
35,8,13.0,Masters Degree,None,engineering,,
431,61,94.0,Bachelor of Engineering,Bachelor,Computer Science,,
379,56,86.0,MBA,Master,"Information System, Finance",,
465,69,103.0,Bachelor of Engineering,Bachelor,Information Technology,,
764,113,147.0,Masters Degree,None,Electrical Engineering and Information Technology,2008,2010
888,131,165.0,Bachelor of Engineering,Bachelor,Computer Engineering,2015-08,2019-05
297,47,74.0,Master of Science,Master,"applied mathematics, Numerical Analysis",1997-09,2001-11
952,146,180.0,Bachelor of Technology,None,Chemical Engineering,,
350,54,81.0,Bachelor of Science,Bachelor,,,
45,9,15.0,Master of Business Administration,Master,Operations and Analytics,,
622,96,130.0,Certificate in Introduction,None,,2014-06-17,2014-07-01
145,26,29.0,Advanced Diploma,None,Computer Engineering,,
245,37,61.0,Bachelor of Commerce,Bachelor,,2010-06,2013-03
982,150,186.0,,None,,notKnown,2016
344,54,80.0,Diploma,None,Health & Sanitary Inspector,,
353,55,83.0,NEBOSH General Certificate,None,,,
132,23,35.0,Bachelor degree,None,,,
685,106,32.0,Bachelor of Mathematics,None,"Computational, Mathematics, Statistics",,
348,54,80.0,Diploma,None,Health & Sanitary Inspector,,
10,3,3.0,Master of Management,Master,Analytics,,
102,17,22.0,Bachelor of Science,Bachelor,Specialist Statistics,2017-09,2021-12
260,39,,,,,,
785,115,51.0,Bachelors Degree,None,,,
288,47,26.0,Post-Graduate Degree,None,Business,2021-09,2022-04
783,114,7.0,Bachelor of Engineering,Bachelor,the Engineering Co-op Program,,
702,108,138.0,Bachelor of Science / BSc,None,Engineering,,
897,133,16.0,Bachelor,None,"Technology, Electronics, Communications Engineering",,
176,27,41.0,Bachelor of Technology,None,Computer Science Engineering,2002,2006
100,16,26.0,Graduate Certificate,None,"Business, Analytics",,
324,51,7.0,Bachelor of Engineering,Bachelor,Mechanical Engineering,2016-09,2021-06
621,96,129.0,Bachelors Degree,None,Finance and Banking,2006,2009
704,109,139.0,Bachelor of Science,Bachelor,"Management, Statistics, Mathematics",,
600,94,127.0,Bachelor of Science,Bachelor,Computed Science,2009-09,2013-08
724,112,144.0,Masters Degree,None,Industrial Engineering,2018,2019
32,7,11.0,Bachelor of Arts,Bachelor,"Economics, Political Science",,
458,67,101.0,Bachelor of Engineering,Bachelor,,,
1012,152,32.0,Master of Mathematics,Master,ACTUARIAL SCIENCE,,
86,16,27.0,Baccalaureate Degree,None,Information Technology,,
327,51,7.0,Assistant,None,,2018-09,2019-04
768,113,146.0,Bachelors Degree,None,Computer Science,2001,2007
796,115,149.0,Master of Science,Master,Engineering Management,,
1000,152,189.0,Bachelor of Science,Bachelor,ACTUARIAL SCIENCE,,
361,55,84.0,GUYANA CIVIL AVIATION AUTHORITY,None,,,
64,12,21.0,Bachelor of Commerce,Bachelor,,,
504,74,109.0,Bachelor of Science,Bachelor,Information Systems,,
908,134,32.0,CERTIFICATE,None,DATA SCIENCE,2020,2022
294,47,26.0,Post-Graduate Degree,None,Business,2021-09,2022-04
280,44,8.0,Master of Engineering,Master,Electrical and Computer Engineering,,
526,81,114.0,Diploma,None,Data Analytics,,
979,150,184.0,Bachelors Degree,None,Industrial Engineering,2004-09,2008-09
577,90,61.0,Bachelor of Science,Bachelor,"Physics, Statistics",2013,2016
240,37,55.0,Business Decision Making Graduate Certificate,None,,2019-09,2020-04
881,130,90.0,Post-Graduate Degree,None,"Big Data, Analytics",,
322,50,76.0,Bachelor of Commerce,Bachelor,Computer Science,,
477,73,108.0,Master of Business Administration-Global,None,Business,2019-01,2020-12
204,31,50.0,SOFTWARE TESTING POST GRADUATE CERTIFICATE,None,,2016,2017
988,150,186.0,,None,,notKnown,2016
821,121,156.0,Diploma,None,Business Administration,2015-01,2017-04
267,40,65.0,Post Graduate Diploma in Management / PGDM,None,,,
495,73,106.0,Diploma,None,"Finance, Two-years Regular Program",2003-04,2005-03
639,102,133.0,Bachelor's Degree,None,Sports Science,,
562,87,121.0,Masters Degree,None,Operations Research,,
115,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-08
471,71,25.0,Bachelor of Computer Science,None,,,
12,3,5.0,Bachelor of Engineering,Bachelor,Mechanical Engineering - Internship Program,2014-09,2020-05
112,22,32.0,Bachelors Degree,None,"Science and Business, Econ",2018,2022
715,111,143.0,Post-Graduate Diploma,None,Liberal Arts,2019-07,2020-06
791,115,51.0,Bachelors Degree,None,,,
859,129,162.0,master's degree,None,,,
907,134,53.0,Diploma,None,,1997,2001
414,59,70.0,Diploma,None,Network Engineering,,
158,27,43.0,Master of Business Administration,Master,International Business Management,,
421,60,50.0,Graduate Certificate,None,,,
675,104,16.0,Bachelor of Technology,None,"Electronics, Communications",,
282,46,71.0,Master of Science,Master,Engineering Management,,
73,14,24.0,Post-Graduate Diploma,None,Business Management,,
349,54,81.0,Bachelor of Science,Bachelor,,,
150,26,29.0,Advanced Diploma,None,Computer Engineering,,
765,113,145.0,Doctoral Degree,None,Industrial and Information Systems Engineering,2011,2015
223,33,55.0,Graduate Certificate,None,Relevant Courses,,
