,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
955,84,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
797,8,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
491,129,100,How many years of experience do you have working with SQL?,4+ years
264,9,100,Are you legally able to work in Canada?,Yes
202,99,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
966,89,60,Please indicate the required salary you are seeking for this position.,$55 per hour
1008,75,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
697,81,100,Are you comfortable with statistical analysis?,Yes
1069,62,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
655,19,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
280,119,75,How many years of experience do you have preparing statistical analysis?,4+ years
6,15,90,Please indicate the required salary you are seeking for this position.,70000-80000
790,59,70,How many years of experience do you have working with SQL?,2 to 3 years
690,111,80,How many years of experience do you have working with SQL?,2 to 3 years
259,51,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
580,64,60,Please indicate the required salary you are seeking for this position.,Competitive market salary
722,10,70,Are you comfortable with statistical analysis?,Yes
916,43,100,Are you legally able to work in Canada?,Yes
963,5,100,How many years of experience do you have working with SQL?,4+ years
926,55,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
563,124,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
672,7,60,How many years of experience do you have working with SQL?,0 to 1 year
901,93,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
631,8,60,Are you comfortable with statistical analysis?,Yes
683,5,100,Please indicate the required salary you are seeking for this position.,$60/hr
357,135,90,How many years of experience do you have preparing statistical analysis?,4+ years
1005,57,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
115,78,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
267,24,100,How many years of experience do you have preparing statistical analysis?,4+ years
210,121,80,Please indicate the required salary you are seeking for this position.,80000
235,58,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
263,40,45,What is your self-determined level of expertise in Microsoft Excel?,Novice
953,112,60,Please indicate the required salary you are seeking for this position.,40000
1076,8,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
245,124,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
517,30,90,Are you legally able to work in Canada?,Yes
20,48,90,Are you legally able to work in Canada?,Yes
908,74,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
38,48,90,How many years of experience do you have working with SQL?,2 to 3 years
192,64,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
88,25,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1074,44,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
772,93,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
231,36,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
78,92,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
200,39,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
451,76,80,Are you comfortable with statistical analysis?,Yes
199,46,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
459,65,50,Please indicate the required salary you are seeking for this position.,60000/year
463,91,100,Are you comfortable with statistical analysis?,Yes
998,115,90,How many years of experience do you have working with SQL?,4+ years
662,63,100,How many years of experience do you have working with SQL?,4+ years
79,2,90,How many years of experience do you have working with SQL?,4+ years
564,124,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
132,36,90,Please indicate the required salary you are seeking for this position.,65000
53,123,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
624,117,70,Please indicate the required salary you are seeking for this position.,55000-65000
37,90,100,How many years of experience do you have preparing statistical analysis?,4+ years
865,80,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
881,72,100,Are you legally able to work in Canada?,Yes
1006,63,100,Are you comfortable with statistical analysis?,Yes
1038,94,100,Are you comfortable with statistical analysis?,Yes
749,44,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
340,123,80,How many years of experience do you have working with SQL?,2 to 3 years
577,95,100,How many years of experience do you have preparing statistical analysis?,4+ years
244,87,90,Are you comfortable with statistical analysis?,Yes
676,84,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
387,106,75,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
75,40,45,How many years of experience do you have preparing statistical analysis?,4+ years
859,61,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
603,10,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
499,30,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
524,101,80,Are you comfortable with statistical analysis?,Yes
820,31,80,Please indicate the required salary you are seeking for this position.,65000
28,18,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
157,110,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
232,127,60,Are you legally able to work in Canada?,Yes
402,12,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
709,55,80,How many years of experience do you have working with SQL?,2 to 3 years
637,21,80,How many years of experience do you have working with SQL?,2 to 3 years
482,28,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
789,79,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
798,89,60,How many years of experience do you have working with SQL?,4+ years
297,95,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
243,129,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
550,110,80,Are you legally able to work in Canada?,Yes
879,56,100,Please indicate the required salary you are seeking for this position.,100000
442,131,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
410,69,80,Please indicate the required salary you are seeking for this position.,75000
1057,66,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
368,120,50,How many years of experience do you have working with SQL?,0 to 1 year
951,52,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
54,28,80,Are you legally able to work in Canada?,Yes
877,79,100,How many years of experience do you have preparing statistical analysis?,4+ years
239,65,50,How many years of experience do you have working with SQL?,2 to 3 years
555,26,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
393,16,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
617,85,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
283,109,70,Are you legally able to work in Canada?,Yes
500,97,60,Please indicate the required salary you are seeking for this position.,85000
87,13,70,Are you comfortable with statistical analysis?,Yes
411,4,100,Please indicate the required salary you are seeking for this position.,85000
342,68,90,Please indicate the required salary you are seeking for this position.,85000
224,87,90,Are you legally able to work in Canada?,Yes
1026,94,100,How many years of experience do you have preparing statistical analysis?,4+ years
846,115,90,Are you comfortable with statistical analysis?,Yes
45,24,100,Are you comfortable with statistical analysis?,Yes
347,129,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
817,71,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
453,64,60,How many years of experience do you have working with SQL?,2 to 3 years
950,72,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
940,20,80,Are you comfortable with statistical analysis?,Yes
301,110,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
414,133,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1078,62,70,Are you legally able to work in Canada?,Yes
52,105,80,Are you legally able to work in Canada?,Yes
803,47,90,Are you comfortable with statistical analysis?,Yes
371,118,65,What is your self-determined level of expertise in Microsoft Excel?,Expert
784,27,100,Are you legally able to work in Canada?,Yes
1072,62,70,What is your self-determined level of expertise in Microsoft Excel?,Novice
838,42,100,Are you legally able to work in Canada?,Yes
961,71,60,Are you comfortable with statistical analysis?,Yes
652,41,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
40,13,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
521,58,70,Please indicate the required salary you are seeking for this position.,65000
354,99,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
812,67,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
176,118,65,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
219,30,90,Are you comfortable with statistical analysis?,Yes
786,93,100,Are you legally able to work in Canada?,Yes
731,88,90,Are you legally able to work in Canada?,Yes
1009,41,100,Please indicate the required salary you are seeking for this position.,"85,000"
866,85,100,Please indicate the required salary you are seeking for this position.,70000
833,75,70,Please indicate the required salary you are seeking for this position.,65000-70000
968,88,90,Please indicate the required salary you are seeking for this position.,65000
269,12,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1056,94,100,Please indicate the required salary you are seeking for this position.,85000
24,48,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
392,132,70,Are you legally able to work in Canada?,Yes
341,99,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
427,46,80,Please indicate the required salary you are seeking for this position.,75000
552,101,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
369,82,50,Please indicate the required salary you are seeking for this position.,65000
510,124,60,How many years of experience do you have working with SQL?,0 to 1 year
100,29,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
994,7,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
46,58,70,Are you comfortable with statistical analysis?,Yes
352,69,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
952,56,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
271,119,75,Are you comfortable with statistical analysis?,Yes
51,125,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
507,121,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
909,55,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
919,49,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
43,137,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
970,57,100,Are you comfortable with statistical analysis?,Yes
113,82,50,Are you comfortable with statistical analysis?,Yes
381,134,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
661,85,100,Are you legally able to work in Canada?,Yes
867,23,60,Are you comfortable with statistical analysis?,Yes
983,35,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
995,83,80,How many years of experience do you have working with SQL?,4+ years
41,33,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
64,68,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
67,108,90,Are you comfortable with statistical analysis?,Yes
276,125,100,Please indicate the required salary you are seeking for this position.,900000
456,39,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
561,60,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
339,125,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
713,117,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
764,59,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
685,81,100,Please indicate the required salary you are seeking for this position.,80000
723,93,100,Are you comfortable with statistical analysis?,Yes
39,90,100,Please indicate the required salary you are seeking for this position.,110000
454,136,70,How many years of experience do you have working with SQL?,2 to 3 years
439,119,75,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
511,36,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
827,55,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
512,65,50,Are you legally able to work in Canada?,Yes
1049,5,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
358,12,70,How many years of experience do you have working with SQL?,2 to 3 years
137,37,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
503,1,90,Are you legally able to work in Canada?,Yes
120,46,80,Are you legally able to work in Canada?,Yes
154,3,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
101,119,75,Please indicate the required salary you are seeking for this position.,45000
982,94,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
746,84,80,How many years of experience do you have working with SQL?,2 to 3 years
985,117,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
159,68,90,Are you comfortable with statistical analysis?,Yes
443,40,45,Are you comfortable with statistical analysis?,No
438,34,90,Are you legally able to work in Canada?,Yes
945,116,100,Are you legally able to work in Canada?,Yes
696,66,90,Are you comfortable with statistical analysis?,Yes
22,90,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
214,129,100,Are you comfortable with statistical analysis?,Yes
123,58,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
331,100,100,How many years of experience do you have working with SQL?,4+ years
876,80,100,How many years of experience do you have working with SQL?,4+ years
892,49,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
277,95,100,Are you legally able to work in Canada?,Yes
233,97,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
649,5,100,Are you comfortable with statistical analysis?,Yes
201,91,100,How many years of experience do you have preparing statistical analysis?,4+ years
9,48,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
290,119,75,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1091,71,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
928,55,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
74,65,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
399,134,100,Are you comfortable with statistical analysis?,Yes
80,51,100,How many years of experience do you have working with SQL?,4+ years
260,118,65,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
336,26,80,How many years of experience do you have working with SQL?,4+ years
374,29,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
692,103,90,Are you comfortable with statistical analysis?,Yes
742,113,100,Please indicate the required salary you are seeking for this position.,90000
240,127,60,Are you comfortable with statistical analysis?,Yes
802,49,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
830,19,100,How many years of experience do you have preparing statistical analysis?,4+ years
636,56,100,How many years of experience do you have working with SQL?,4+ years
582,133,50,Are you comfortable with statistical analysis?,No
864,75,70,Are you legally able to work in Canada?,Yes
977,115,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
308,135,90,Please indicate the required salary you are seeking for this position.,95000
717,84,80,Are you legally able to work in Canada?,Yes
17,18,90,Are you legally able to work in Canada?,Yes
646,7,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
795,80,100,Are you legally able to work in Canada?,Yes
320,128,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
853,19,100,Are you legally able to work in Canada?,Yes
77,58,70,How many years of experience do you have working with SQL?,2 to 3 years
932,96,100,Are you comfortable with statistical analysis?,Yes
172,109,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
506,137,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
611,107,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
215,104,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
602,44,80,Are you comfortable with statistical analysis?,Yes
61,34,90,Please indicate the required salary you are seeking for this position.,CAD 90000
504,25,80,How many years of experience do you have working with SQL?,2 to 3 years
825,66,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
236,46,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
505,54,80,Please indicate the required salary you are seeking for this position.,80k -90k
726,35,90,Are you comfortable with statistical analysis?,Yes
1043,21,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
230,82,50,Are you legally able to work in Canada?,Yes
356,76,80,Please indicate the required salary you are seeking for this position.,85000 - 95000
241,119,75,How many years of experience do you have working with SQL?,2 to 3 years
351,133,50,Are you legally able to work in Canada?,Yes
883,102,100,Are you legally able to work in Canada?,Yes
548,25,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
334,13,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
323,137,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
700,86,100,Please indicate the required salary you are seeking for this position.,"85,000"
1051,84,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
209,29,80,How many years of experience do you have working with SQL?,2 to 3 years
327,130,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1000,20,80,Are you legally able to work in Canada?,Yes
1047,23,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1075,61,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
291,97,60,Are you legally able to work in Canada?,Yes
626,85,100,How many years of experience do you have preparing statistical analysis?,4+ years
496,40,45,Please indicate the required salary you are seeking for this position.,60000
569,134,100,How many years of experience do you have preparing statistical analysis?,4+ years
575,12,70,Are you comfortable with statistical analysis?,Yes
1095,111,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
962,81,100,How many years of experience do you have working with SQL?,4+ years
91,38,80,How many years of experience do you have working with SQL?,2 to 3 years
112,33,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
532,69,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
412,109,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
151,136,70,Please indicate the required salary you are seeking for this position.,55K
1089,10,70,Are you legally able to work in Canada?,Yes
695,66,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
896,72,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
63,9,100,How many years of experience do you have working with SQL?,4+ years
365,126,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
345,51,100,How many years of experience do you have preparing statistical analysis?,4+ years
247,78,80,Please indicate the required salary you are seeking for this position.,75000
497,132,70,How many years of experience do you have working with SQL?,2 to 3 years
447,99,90,Are you legally able to work in Canada?,Yes
620,53,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
904,67,80,How many years of experience do you have working with SQL?,2 to 3 years
975,5,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
313,11,60,Please indicate the required salary you are seeking for this position.,80-90k
428,99,90,Are you comfortable with statistical analysis?,Yes
711,56,100,Are you comfortable with statistical analysis?,Yes
914,47,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1061,49,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
155,137,90,Please indicate the required salary you are seeking for this position.,80000
1062,98,100,How many years of experience do you have working with SQL?,4+ years
188,26,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1027,80,100,Are you comfortable with statistical analysis?,Yes
475,3,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
32,90,100,Are you comfortable with statistical analysis?,Yes
109,54,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
288,2,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
382,82,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
658,10,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1018,8,60,Please indicate the required salary you are seeking for this position.,65000
721,67,80,Are you comfortable with statistical analysis?,Yes
437,134,100,How many years of experience do you have working with SQL?,4+ years
1080,67,80,Please indicate the required salary you are seeking for this position.,60000
905,111,80,Please indicate the required salary you are seeking for this position.,negotiable
935,115,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1065,10,70,Please indicate the required salary you are seeking for this position.,90000
664,79,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
698,59,70,Please indicate the required salary you are seeking for this position.,"95000-100,000CAD"
252,78,80,Are you comfortable with statistical analysis?,Yes
167,91,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
745,79,100,Are you legally able to work in Canada?,Yes
478,91,100,Please indicate the required salary you are seeking for this position.,95000-120000
562,34,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
238,78,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
725,41,100,How many years of experience do you have preparing statistical analysis?,4+ years
546,1,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
805,63,100,How many years of experience do you have preparing statistical analysis?,4+ years
855,52,50,Are you legally able to work in Canada?,Yes
89,28,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
170,22,80,Are you legally able to work in Canada?,Yes
666,75,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
198,106,75,How many years of experience do you have preparing statistical analysis?,2 to 3 years
50,120,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
452,76,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
678,112,60,How many years of experience do you have working with SQL?,0 to 1 year
355,9,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
850,41,100,Are you legally able to work in Canada?,Yes
549,105,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
377,109,70,Are you comfortable with statistical analysis?,Yes
292,118,65,How many years of experience do you have preparing statistical analysis?,0 to 1 year
