,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
1240,71,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
803,76,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
566,7,70,How many years of experience do you have working with SQL?,2 to 3 years
1023,75,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
19,35,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
482,8,70,Are you comfortable with statistical analysis?,Yes
893,133,90,How many years of experience do you have working with SQL?,4+ years
228,1,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
162,156,90,Please indicate the required salary you are seeking for this position.,89000
406,80,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
961,34,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
297,121,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
576,152,80,How many years of experience do you have working with SQL?,2 to 3 years
759,87,80,Please indicate the required salary you are seeking for this position.,$75K to $90K
49,82,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1121,59,90,Are you legally able to work in Canada?,Yes
947,92,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
734,3,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
591,1,80,How many years of experience do you have working with SQL?,4+ years
347,117,95,How many years of experience do you have preparing statistical analysis?,4+ years
602,87,80,Are you legally able to work in Canada?,Yes
161,149,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
292,143,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1129,36,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
527,13,90,Please indicate the required salary you are seeking for this position.,75000
1119,74,90,Please indicate the required salary you are seeking for this position.,80000
808,127,90,How many years of experience do you have working with SQL?,4+ years
667,122,60,How many years of experience do you have working with SQL?,0 to 1 year
773,39,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
415,79,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
670,153,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1125,11,100,Please indicate the required salary you are seeking for this position.,80000/Annual
1196,27,80,Are you comfortable with statistical analysis?,Yes
404,140,100,How many years of experience do you have preparing statistical analysis?,4+ years
359,68,80,Please indicate the required salary you are seeking for this position.,85000-95000
953,6,75,What is your self-determined level of expertise in Microsoft Excel?,Expert
63,125,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
150,150,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
865,104,90,How many years of experience do you have working with SQL?,4+ years
1151,52,65,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
636,37,100,Are you legally able to work in Canada?,Yes
1057,74,90,How many years of experience do you have working with SQL?,4+ years
1084,95,90,Are you comfortable with statistical analysis?,Yes
334,14,100,Please indicate the required salary you are seeking for this position.,65000-75000
355,148,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
224,94,70,Are you comfortable with statistical analysis?,Yes
943,95,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
553,68,80,Are you legally able to work in Canada?,Yes
596,109,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
429,83,60,How many years of experience do you have working with SQL?,2 to 3 years
702,20,80,Are you comfortable with statistical analysis?,Yes
854,134,80,Are you legally able to work in Canada?,Yes
1177,126,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
298,94,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
472,121,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
154,60,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
940,126,90,Please indicate the required salary you are seeking for this position.,95000
416,155,95,How many years of experience do you have working with SQL?,4+ years
655,146,100,Please indicate the required salary you are seeking for this position.,100000
677,3,80,Are you legally able to work in Canada?,Yes
283,29,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1068,92,100,How many years of experience do you have preparing statistical analysis?,4+ years
520,25,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
312,23,70,How many years of experience do you have working with SQL?,2 to 3 years
352,1,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1029,58,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
707,103,70,How many years of experience do you have working with SQL?,4+ years
746,97,80,Are you legally able to work in Canada?,Yes
720,31,100,How many years of experience do you have preparing statistical analysis?,4+ years
661,141,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
890,47,90,How many years of experience do you have working with SQL?,4+ years
605,73,90,How many years of experience do you have working with SQL?,4+ years
791,43,80,Are you legally able to work in Canada?,Yes
160,46,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
935,86,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1132,57,80,How many years of experience do you have preparing statistical analysis?,4+ years
41,35,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
567,38,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
254,117,95,Please indicate the required salary you are seeking for this position.,"50,000"
1087,76,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
371,149,100,How many years of experience do you have working with SQL?,4+ years
926,91,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
859,17,50,Are you comfortable with statistical analysis?,Yes
1184,27,80,How many years of experience do you have working with SQL?,4+ years
948,39,100,How many years of experience do you have preparing statistical analysis?,4+ years
386,44,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1190,133,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
111,65,90,Are you legally able to work in Canada?,Yes
825,104,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
980,16,70,Are you comfortable with statistical analysis?,Yes
358,101,75,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1197,2,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
71,138,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
522,25,90,Are you legally able to work in Canada?,Yes
166,151,100,Please indicate the required salary you are seeking for this position.,90000
798,93,90,How many years of experience do you have working with SQL?,4+ years
715,115,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1010,50,100,How many years of experience do you have preparing statistical analysis?,4+ years
219,25,90,How many years of experience do you have working with SQL?,4+ years
528,96,75,How many years of experience do you have preparing statistical analysis?,4+ years
832,17,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
911,67,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1226,107,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
897,118,35,Are you legally able to work in Canada?,No
385,80,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
600,21,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
900,128,60,Are you legally able to work in Canada?,Yes
795,136,100,Are you comfortable with statistical analysis?,Yes
1025,67,80,How many years of experience do you have working with SQL?,2 to 3 years
123,150,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
554,153,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1158,59,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
135,24,100,Are you legally able to work in Canada?,Yes
446,97,80,Please indicate the required salary you are seeking for this position.,85000
826,81,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
471,150,90,How many years of experience do you have working with SQL?,4+ years
1200,110,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1012,106,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
805,116,70,Are you legally able to work in Canada?,Yes
208,147,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
62,33,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1189,86,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
356,146,100,How many years of experience do you have preparing statistical analysis?,4+ years
196,4,50,Are you comfortable with statistical analysis?,Yes
802,66,80,Are you legally able to work in Canada?,Yes
1166,16,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
321,77,70,Please indicate the required salary you are seeking for this position.,47000
514,152,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
100,28,80,How many years of experience do you have working with SQL?,2 to 3 years
188,5,60,How many years of experience do you have working with SQL?,2 to 3 years
324,13,90,How many years of experience do you have working with SQL?,4+ years
952,88,100,Are you legally able to work in Canada?,Yes
710,84,70,Are you legally able to work in Canada?,Yes
509,69,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
296,125,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
729,79,80,How many years of experience do you have preparing statistical analysis?,4+ years
699,1,80,Are you legally able to work in Canada?,Yes
1134,135,50,Are you legally able to work in Canada?,Yes
132,138,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
285,78,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
68,145,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1241,64,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
427,156,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
374,29,90,Are you comfortable with statistical analysis?,Yes
107,49,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
631,70,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
220,77,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
1219,74,90,Are you legally able to work in Canada?,Yes
902,100,65,How many years of experience do you have working with SQL?,4+ years
920,104,90,Please indicate the required salary you are seeking for this position.,120000
113,5,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
317,141,100,How many years of experience do you have working with SQL?,4+ years
361,119,85,Are you comfortable with statistical analysis?,Yes
375,22,80,Please indicate the required salary you are seeking for this position.,60000
575,117,95,How many years of experience do you have working with SQL?,4+ years
246,140,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
916,90,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
91,87,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1018,63,85,How many years of experience do you have preparing statistical analysis?,4+ years
819,128,60,Are you comfortable with statistical analysis?,No
61,130,80,Are you legally able to work in Canada?,Yes
423,85,95,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
265,101,75,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
1051,56,100,How many years of experience do you have working with SQL?,4+ years
311,129,90,Are you legally able to work in Canada?,Yes
310,125,70,How many years of experience do you have working with SQL?,2 to 3 years
5,113,90,Are you legally able to work in Canada?,Yes
614,7,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1105,90,90,Please indicate the required salary you are seeking for this position.,85000
89,73,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
751,14,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
571,152,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
102,89,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
645,31,100,Are you comfortable with statistical analysis?,Yes
660,38,70,How many years of experience do you have working with SQL?,4+ years
665,97,80,Are you comfortable with statistical analysis?,Yes
919,74,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1124,127,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
214,148,70,Are you legally able to work in Canada?,Yes
149,73,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
535,4,50,Please indicate the required salary you are seeking for this position.,60000 CAD
846,36,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1156,52,65,Please indicate the required salary you are seeking for this position.,"CAD $60,000 per annum"
128,154,70,Are you comfortable with statistical analysis?,Yes
268,98,95,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
578,14,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
830,40,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
76,103,70,Please indicate the required salary you are seeking for this position.,120K
962,136,100,Are you legally able to work in Canada?,Yes
169,143,70,Are you comfortable with statistical analysis?,Yes
638,119,85,How many years of experience do you have working with SQL?,4+ years
209,129,90,Are you comfortable with statistical analysis?,Yes
695,120,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
687,114,60,Are you legally able to work in Canada?,Yes
642,77,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
401,69,70,Are you legally able to work in Canada?,Yes
1078,128,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
333,114,60,Please indicate the required salary you are seeking for this position.,80000
380,83,60,Please indicate the required salary you are seeking for this position.,0
319,85,95,What is your self-determined level of expertise in Microsoft Excel?,Expert
303,1,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
511,121,50,Are you legally able to work in Canada?,Yes
200,22,80,Are you comfortable with statistical analysis?,Yes
1213,16,70,Please indicate the required salary you are seeking for this position.,"65,000 to 70,000"
17,55,25,Are you comfortable with statistical analysis?,No
48,149,100,Please indicate the required salary you are seeking for this position.,100000
259,89,70,Please indicate the required salary you are seeking for this position.,75000 - 90000
613,153,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
250,154,70,Please indicate the required salary you are seeking for this position.,70000
740,79,80,Please indicate the required salary you are seeking for this position.,65k-70k
1061,118,35,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
308,31,100,Please indicate the required salary you are seeking for this position.,80000-85000
534,130,80,How many years of experience do you have working with SQL?,2 to 3 years
753,12,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1148,15,100,Are you legally able to work in Canada?,Yes
609,99,70,How many years of experience do you have working with SQL?,2 to 3 years
175,65,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1133,32,80,Are you comfortable with statistical analysis?,Yes
1081,134,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
711,61,70,Please indicate the required salary you are seeking for this position.,"95,000"
261,152,80,Please indicate the required salary you are seeking for this position.,75k-80k
994,66,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
986,127,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
234,156,90,Are you comfortable with statistical analysis?,Yes
639,18,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
500,41,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
951,132,40,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
793,126,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
921,92,100,Are you legally able to work in Canada?,Yes
197,148,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
447,23,70,Are you comfortable with statistical analysis?,Yes
262,21,100,How many years of experience do you have working with SQL?,4+ years
1222,30,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
568,72,70,How many years of experience do you have working with SQL?,0 to 1 year
394,53,100,How many years of experience do you have working with SQL?,4+ years
853,123,70,Are you comfortable with statistical analysis?,Yes
1073,40,100,Please indicate the required salary you are seeking for this position.,80000
777,11,100,How many years of experience do you have preparing statistical analysis?,4+ years
360,78,80,Are you legally able to work in Canada?,Yes
588,22,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1050,67,80,Are you legally able to work in Canada?,Yes
1122,64,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
762,43,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1230,11,100,Are you comfortable with statistical analysis?,Yes
1130,50,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
368,53,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
256,101,75,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1077,15,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
593,65,90,Please indicate the required salary you are seeking for this position.,60000
1136,58,90,How many years of experience do you have working with SQL?,2 to 3 years
1137,40,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
364,33,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
723,68,80,Are you comfortable with statistical analysis?,Yes
495,72,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
658,80,90,Are you comfortable with statistical analysis?,Yes
599,141,100,Are you legally able to work in Canada?,Yes
1193,132,40,Are you legally able to work in Canada?,Yes
55,138,70,Please indicate the required salary you are seeking for this position.,"95,000"
140,29,90,Are you legally able to work in Canada?,Yes
1235,74,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
905,63,85,Are you legally able to work in Canada?,Yes
629,69,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1102,50,100,Are you legally able to work in Canada?,Yes
363,28,80,Are you legally able to work in Canada?,Yes
379,96,75,Are you legally able to work in Canada?,No
255,61,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
287,25,90,Please indicate the required salary you are seeking for this position.,70000
743,83,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
486,20,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
914,126,90,Are you comfortable with statistical analysis?,Yes
912,93,90,Are you legally able to work in Canada?,Yes
630,69,70,How many years of experience do you have working with SQL?,4+ years
540,61,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
523,124,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
861,81,90,Please indicate the required salary you are seeking for this position.,80000
138,111,80,How many years of experience do you have working with SQL?,2 to 3 years
314,3,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1165,112,90,Please indicate the required salary you are seeking for this position.,85000
1199,86,80,Please indicate the required salary you are seeking for this position.,"60,000-70,000 cad"
120,96,75,How many years of experience do you have working with SQL?,0 to 1 year
501,148,70,What is your self-determined level of expertise in Microsoft Excel?,Novice
257,14,100,Are you comfortable with statistical analysis?,Yes
547,82,60,Are you comfortable with statistical analysis?,Yes
133,18,70,Please indicate the required salary you are seeking for this position.,Company Standards
366,87,80,Are you comfortable with statistical analysis?,Yes
643,83,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
981,90,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
137,53,100,How many years of experience do you have preparing statistical analysis?,4+ years
649,33,70,How many years of experience do you have working with SQL?,2 to 3 years
536,29,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
950,40,100,Are you legally able to work in Canada?,Yes
678,142,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
965,76,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
79,44,70,Please indicate the required salary you are seeking for this position.,65000
563,68,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
484,149,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
971,136,100,How many years of experience do you have preparing statistical analysis?,4+ years
134,41,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
21,55,25,How many years of experience do you have working with SQL?,0 to 1 year
1112,16,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
985,132,40,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1224,34,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
946,86,80,Are you legally able to work in Canada?,Yes
733,120,60,Are you legally able to work in Canada?,Yes
1015,136,100,How many years of experience do you have working with SQL?,4+ years
852,106,80,How many years of experience do you have preparing statistical analysis?,4+ years
976,6,75,How many years of experience do you have working with SQL?,2 to 3 years
156,111,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
323,140,100,Are you legally able to work in Canada?,Yes
1080,135,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
286,137,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
700,8,70,How many years of experience do you have working with SQL?,0 to 1 year
1169,102,80,Please indicate the required salary you are seeking for this position.,90k
1002,59,90,How many years of experience do you have preparing statistical analysis?,4+ years
1020,90,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
413,89,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
770,92,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
251,138,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1058,118,35,How many years of experience do you have preparing statistical analysis?,0 to 1 year
354,37,100,How many years of experience do you have preparing statistical analysis?,4+ years
800,118,35,Please indicate the required salary you are seeking for this position.,78000
395,145,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
663,121,50,What is your self-determined level of expertise in Microsoft Excel?,Expert
322,101,75,How many years of experience do you have preparing statistical analysis?,2 to 3 years
964,47,90,How many years of experience do you have preparing statistical analysis?,4+ years
848,71,100,How many years of experience do you have working with SQL?,4+ years
1094,106,80,How many years of experience do you have working with SQL?,2 to 3 years
