,Candidate Deidentified ID,Education College Deidentified ID,Education Degree Name,Education Degree Type,Education Major,Education Start Date,Education End Date
120,18,25.0,Bachelor of Commerce,Bachelor,,,
1202,208,98.0,Master of Applied Computing,None,Entrepreneurship,2020,2021
254,39,45.0,International Project Management Board Certification,None,,,
575,85,112.0,Bachelor of Science,Bachelor,"Mathematics, Statistics, Mathematics and Statistics",2008,2010
644,101,132.0,Master of Technology,None,Electronics and Communication Engineering,2014,2016
390,60,77.0,Post-Graduate Diploma,None,Data Analytics,2021-01,2022-04
69,10,17.0,Bachelor of Technology,None,,2014-07,2018-06
813,136,167.0,Master of Business Administration,Master,,,
686,107,139.0,Certificate,None,Oil & Gas Engineering,2003-01,2003-12
407,62,31.0,Bachelor of Science,Bachelor,"Biological & Medical, Physics, Mathematics, Select courses",2016-01,2019-04
50,5,10.0,Bachelor of Engineering,Bachelor,,2014-08,2018-05
21,2,5.0,Master of Business Administration,Master,Information Technology,2015-07,2017-05
116,16,24.0,Bachelors,None,Technology,,
1247,219,7.0,Master of Engineering,Master,,2021-01,2022-06
217,32,41.0,Certificate in Financial planning,None,,2021-09,2022-04
454,68,87.0,Story Teller Award,None,,,
698,107,137.0,Diploma,None,Data Analytics,2021-09,2022-06
508,75,97.0,Master of Management,Master,Analytics,2021,2022
1007,167,195.0,,None,Technology,2004,2006
796,133,164.0,MBA,Master,Analytics,,
115,16,24.0,Bachelors,None,Technology,,
766,121,7.0,Masters Degree,None,industrial engineering,2021-01,2022-07
1120,192,9.0,PG Diploma,None,Computer Software and Database Development,,
291,41,55.0,CLP,None,,,
336,48,64.0,M.S,None,Analytics,,
1231,214,126.0,Bachelor of Engineering,Bachelor,EDUCATION,,
356,53,70.0,Post-Graduate Diploma,None,IT,2020-09,2022-04
409,62,31.0,Bachelor of Science,Bachelor,"Biological & Medical, Physics, Mathematics, Select courses",2016-01,2019-04
226,33,42.0,Bachelor of Arts,Bachelor,Economics,2018,2022
176,22,32.0,Bachelor degree,None,,,
786,128,16.0,Bachelor of Mathematics,None,"Honours Major Statistics, Minor Computer Science",,
585,87,115.0,Bachelors Degree,None,Finance,2015-09,2019-06
1144,199,226.0,,None,Computer Science Engineering,2012-09,2016-06
166,22,33.0,Bachelor of Informatics,None,Eng.,2013-01,2017-01
1093,188,113.0,Master of Science,Master,Computer Engineering,,
1129,194,220.0,Executive MBA,None,Marketing,,
486,73,94.0,Bachelor of Science,Bachelor,Computer Science,2009-09,2013-08
201,28,38.0,Project Management,None,,,
884,145,177.0,Post Graduate Diploma,None,Computer Science,,
400,62,80.0,AS Degree,None,"Physics, Select courses, Intermediate Experimental Physics, Astronomy",2013-09,2015-12
343,50,67.0,Project Management,None,,2022-01,2022-08
56,7,13.0,Master of Management,Master,Artificial Intelligence,,
1167,202,230.0,Diploma,None,Public Health,2016-09,2020-10
779,126,158.0,Bachelor of Economics,Bachelor,International Economics and Trade,,
399,61,81.0,Certified Data Scientist,None,,,
1080,181,210.0,Bachelor of Science,Bachelor,"Information Technology, 05",,
611,93,126.0,Bachelors Degree,None,,,
288,41,54.0,Reaching Out Award,None,,,
249,38,44.0,Bachelors Degree,None,Computer Science and Engineering,2010-08,2014-06
371,57,74.0,Bachelors Degree,None,"Science, Mechanical Engineering",2015-09,2019-06
750,117,14.0,Masters Degree,None,Electrical and Computer Engineering,2018-01,2019-05
157,22,31.0,Master of Science,Master,Computer Science,2018-09,2021-10
207,30,20.0,Post-Graduate Diploma,None,"I.T., Business Analysis",,
256,39,47.0,Master of Business Administration,Master,,,
141,19,16.0,Master of Engineering,Master,Civil Engineering,2017-09,2018-09
1230,214,126.0,Bachelor of Engineering,Bachelor,EDUCATION,,
346,51,69.0,Network Security Associate Certificate,None,,,
65,9,15.0,Bachelors,None,,,
471,71,91.0,Master of Science,Master,Entrepreneurship,,
281,39,50.0,Lean Six Sigma Green Belt,None,,,
837,139,163.0,Masters Degree,None,Supply Chain Management,,
160,22,32.0,Bachelor degree,None,,,
1137,196,204.0,Bachelor of Technology,None,,2015,2019
537,80,104.0,Bachelors Degree,None,Computer Applications,,
891,145,177.0,Post Graduate Diploma,None,Computer Science,,
287,40,53.0,Bachelor of Business Administration,Bachelor,,,
91,11,9.0,Quality Engineering Management,None,,2018,2020
73,10,17.0,Bachelor of Technology,None,,2014-07,2018-06
107,14,21.0,Master of Science,Master,"Engineering, Management",2013-08,2014-12
706,108,141.0,Bachelor of Engineering,Bachelor,Electronics &Communication Engineering,2011,2015
387,59,76.0,Advanced Diploma,None,Data Science and Analysis,2020,2020
742,116,141.0,Bachelors Degree,None,"Technology, Electronics and Communication Engineering",2008,2012
677,107,137.0,Diploma,None,Data Analytics,2021-09,2022-06
811,135,165.0,MBA,Master,,,
695,107,138.0,Bachelor of Electrical/Electronic Engineering,None,,1995-11,2001-01
627,97,72.0,Bachelor of Engineering,Bachelor,Chemical Engineering,,
1020,168,196.0,Bachelors Degree,None,Computer Science,,
1075,180,68.0,Master of Engineering,Master,,,
183,22,31.0,Master of Science,Master,Computer Science,2018-09,2021-10
579,86,113.0,Master of Science,Master,Electrical and Computer Engineering,,
436,65,84.0,Diploma,None,,,
598,89,120.0,Bachelor of economics & statis- tics,None,,,
905,145,175.0,SAS Advanced Programming Certificate,None,,,
1083,183,211.0,Diploma,None,Software Development & Network Engineering,2016-04,2019
707,108,141.0,Bachelor of Engineering,Bachelor,Electronics &Communication Engineering,2011,2015
152,20,29.0,Diploma,None,Computer Engineering,,
378,59,75.0,Master of Business Administration,Master,Power management,2013,2014
342,50,67.0,Project Management,None,,2022-01,2022-08
6,1,1.0,Bachelors Degree,None,"Science, Computer Science, Relevant Courses, Algorithms",2018,2022
629,97,72.0,Bachelor of Science,Bachelor,Computer Science,,
521,78,60.0,Bachelors of Technology,None,Computer Engineering,,
1169,202,163.0,Graduate Certificate,None,,2022-01,2022-07
81,11,18.0,Bachelor of Technology,None,,2012,2016
461,69,36.0,Postgraduate Certificate,None,"Business, Analytics",,
331,46,62.0,Software Engineering Technician,None,,2021-01,2022-04
88,11,18.0,Bachelor of Technology,None,,2012,2016
416,62,31.0,Bachelor of Science,Bachelor,"Biological & Medical, Physics, Mathematics, Select courses",2016-01,2019-04
668,105,136.0,High School Diploma,None,,,
206,30,39.0,Bachelor of Technology,None,Computer,,
359,54,3.0,Bachelor of Science,Bachelor,"Statistics, Economics",2016-09,2021-04
1086,185,212.0,Post-Graduate Diploma,None,Data Science,2019-06,2020-06
723,111,89.0,Bachelor of Commerce,Bachelor,Accounting,,
785,127,20.0,Graduate Certificate,None,Architecture,2021-01,2021-12
484,73,94.0,Bachelor of Science,Bachelor,Computed Science,2009-09,2013-08
873,144,72.0,Master of Business Administration,Master,,,
534,80,104.0,Bachelors Degree,None,Computer Applications,,
571,85,112.0,Bachelor of Science,Bachelor,"Mathematics, Statistics, Mathematics and Statistics",2008,2010
304,43,59.0,Post-Graduate Diploma,None,Business Administration,2019,2020
616,94,3.0,Bachelor of Science,Bachelor,,2015-09,2020-04
469,71,20.0,Graduate Certificate,None,Financial Technology,,
60,8,14.0,Bachelor of Engineering,Bachelor,,2013,2017
229,35,38.0,graduate in Research Analyst,None,,,
246,38,44.0,Bachelors Degree,None,Computer Science and Engineering,2010-08,2014-06
683,107,140.0,Master of Business Administration,Master,,2007-07,2010-06
892,145,59.0,MBA,Master,"Information System, Finance",,
635,98,,,,,,
221,32,41.0,Certificate in Financial planning,None,,2021-09,2022-04
102,14,21.0,Master of Science,Master,"Engineering, Management",2013-08,2014-12
216,32,40.0,Master of Economic,None,,2017-09,2019-07
218,32,41.0,Certificate,None,"Business, analytics",2021-01,2021-09
320,44,62.0,Post-Graduate Diploma,None,Artificial Intelligence,2021-01,2022-04
474,71,92.0,Bachelor of Arts,Bachelor,"Business Studies, Economics",,
294,41,57.0,Bachelor of Engineering,Bachelor,Electrical Engineering,,
309,43,38.0,Ontario Graduate Certificate,None,,,
580,86,114.0,Master of Business Administration,Master,,,
960,160,187.0,Certified Scrum Master,None,,,
1130,194,220.0,Executive MBA,None,Marketing,,
817,137,68.0,Bachelor of Arts,Bachelor,Psychology,,
832,139,124.0,CBAP,None,,,
132,18,25.0,Bachelor of Commerce,Bachelor,,,
1071,180,68.0,Master of Engineering,Master,,,
601,90,122.0,Bachelors,None,Computer,,
168,22,31.0,Master of Science,Master,Computer Science,2018-09,2021-08
1121,192,9.0,PG Diploma,None,Computer Software and Database Development,,
1195,206,44.0,Bachelor of Technology,None,"Electronics, Communications, Technology",2008,2012
932,152,135.0,Bachelors Degree,None,Computer Engineering,2007-06,2011-08
1013,168,196.0,Bachelors Degree,None,Computer Science,,
517,77,100.0,Bachelor of Technology - Computer Science,None,,,
544,81,107.0,Bachelor of Technology,None,Computer Science,2016,2020
1209,209,234.0,Post Graduate Diploma,None,,,
1184,203,68.0,Masters of Applied Business,None,Analytics,2021,2022
488,73,94.0,Bachelor of Science,Bachelor,Computed Science,2009-09,2013-08
524,78,60.0,Bachelors of Technology,None,Computer Engineering,,
326,45,63.0,Microsoft Certified Systems Engineer,None,,,
41,4,8.0,Diploma,None,Aircraft Maintenance Engineering,2005,2008
895,145,59.0,MBA,Master,"Information System, Finance",,
453,68,19.0,Bachelor of Electrical Engineering,None,,2009,2013
161,22,31.0,Master of Science,Master,Computer Science,2018-09,2021-08
774,124,154.0,Bachelor of Science,Bachelor,Mechanical Engineering,2009-09,2013-06
588,87,116.0,Masters Degree,None,Business Analytics,2020-09,2022-05
781,126,157.0,Master of Science,Master,Global Supply Chain Management,,
621,96,130.0,Bachelor of Technology,None,Engineering,,
1217,210,235.0,Bachelor of Business Administration,Bachelor,,2013,2016
446,68,87.0,Story Teller Award,None,,,
959,160,186.0,Masters Degree,None,"Applied Science, Oil & Gas",2015-05,2017-12
1138,197,222.0,Bachelor of Technology,None,,,
1187,204,231.0,Masters Degree,None,Mathematics,,
440,65,83.0,Diploma,None,Health Information Management,,
943,153,,,,,,
1010,167,195.0,,None,Technology,2004,2006
694,107,138.0,Bachelor of Electrical/Electronic Engineering,None,,1995-11,2001-01
479,71,91.0,Master of Science,Master,Entrepreneurship,,
593,88,117.0,Bachelor of Computer Sciences,None,,,
77,11,18.0,Bachelor of Technology,None,,2012,2016
941,152,135.0,Bachelors Degree,None,Computer Engineering,2007-06,2011-08
35,3,6.0,Certified Scrum Master,None,,2019-01,Present
961,160,186.0,Masters Degree,None,"applied science, Oil & Gas",,
988,164,191.0,Bachelor of Technology,None,,,
641,100,131.0,Master of Arts,Master,Business Economics,2016-09,2018-07
771,124,154.0,Bachelor of Science,Bachelor,Mechanical Engineering,2009-09,2013-06
856,142,5.0,Bachelor's Degree,None,,,
489,73,95.0,Master of Computing,None,,2015-09,2017-05
763,120,153.0,Bachelor of Technology,None,Computer Science,2013-06,2017-06
1102,189,214.0,Bachelors Degree,None,computer science,,
443,68,86.0,Certification in Data Science,None,,2015,2016
848,139,124.0,CBAP,None,,,
549,81,107.0,Bachelor of Technology,None,Computer Science,2016,2020
1235,215,,,,,,
981,162,189.0,Bachelors Degree,None,"Electronics, Communications",,
1237,216,239.0,Bachelor of Science,Bachelor,Computer Science,2013-06,2016-04
633,97,72.0,Bachelor of Science,Bachelor,Computer Science,,
500,74,16.0,Master of Arts,Master,"Co-operative Program, Economics",2020-09,2022-04
16,1,2.0,Post Graduate Certification,None,"Geographic Information System, Geospatial Management",2015,2016
639,100,131.0,Bachelor of Arts,Bachelor,Business Economics,2013-10,2016-06
140,19,28.0,Speciality Certification,None,,,
507,75,98.0,Bachelors Degree,None,,2012,2016
509,75,98.0,Bachelors Degree,None,,2012,2016
984,163,190.0,Masters Degree,None,Data Analyst,,
20,2,4.0,Bachelor of Science,Bachelor,Information Technology,2009-07,2013-05
1068,179,207.0,Master of Science,Master,Data Analytics,2019-09,2021-08
1225,213,237.0,Bachelor of Technology,None,Civil Engineering,,
441,66,85.0,Bachelor of Engineering,Bachelor,Computer,,
1148,199,226.0,,None,Computer Science Engineering,2012-09,2016-06
158,22,32.0,Bachelor degree,None,,,
918,146,137.0,Diploma,None,Data Analytics,2021-12,Present
151,20,29.0,Diploma,None,Computer Engineering,,
987,164,191.0,Bachelor of Technology,None,,,
722,111,89.0,Bachelor of Commerce,Bachelor,Accounting,,
353,52,3.0,Bachelors Degree,None,"Science, Psychology, Cognitive Science",2014-09,2019-11
967,160,188.0,Post Graduate Certificate in Business Intelligence,None,,,
953,159,141.0,Bachelor of Technology,None,,,
272,39,48.0,Post-Graduate Diploma,None,"Operations Management, Strategic Management & Leadership",,
495,73,94.0,Bachelor of Science,Bachelor,Computer Science,2009-09,2013-08
117,17,,,,,,
689,107,140.0,Master of Business Administration,Master,,2007-07,2010-06
1189,205,,,,,,
897,145,177.0,Post Graduate Diploma,None,Computer Science,,
893,145,178.0,Bachelor's Degree,None,business,,
456,68,87.0,Story Teller Award,None,,,
622,96,88.0,Master's,Master,Engineering,,
62,8,14.0,Bachelor of Engineering,Bachelor,,,
912,146,179.0,Proficiency Certificate in Management,None,,,
250,39,45.0,Certified International Project Manager,None,,,
974,161,77.0,Postgraduate Diploma in Management,None,Data analytics,,
466,70,90.0,Bachelors Degree,None,International Relations,1990-09,1995-06
355,53,70.0,Post-Graduate Diploma,None,IT,2020-09,2022-04
468,71,92.0,Bachelor of Arts,Bachelor,"Business Studies, Economics",,
476,71,20.0,Graduate Certificate,None,Financial Technology,,
404,62,31.0,Bachelor of Science,Bachelor,"Biological & Medical, Physics, Mathematics, Select courses",2016-01,2019-04
458,68,87.0,Story Teller Award,None,,,
944,154,182.0,Bachelor's,None,,,
825,139,169.0,Masters Degree,None,"Business Administration, Marketing Management",,
782,126,158.0,Bachelor of Economics,Bachelor,International Economics and Trade,,
613,93,125.0,Masters Degree,None,,,
344,51,68.0,Bachelors Degree,None,Journalism,,
285,40,51.0,Business Analytics Certification,None,,,
871,144,72.0,Master of Business Administration,Master,,,
1186,204,231.0,Masters Degree,None,Mathematics,,
1252,219,242.0,Bachelor of Technology,None,Engineering,2015-07,2019-06
688,107,139.0,Certificate,None,Oil & Gas Engineering,2003-01,2003-12
29,3,7.0,Master of Engineering,Master,Information Systems Security,2008-09,2010-08
448,68,86.0,Certification in Data Science,None,,2015,2016
955,159,141.0,Bachelor of Technology,None,,,
710,109,142.0,Post-Graduate Degree,None,Project Management,,
674,107,139.0,Certificate,None,Oil & Gas Engineering,2003-01,2003-12
679,107,140.0,Master of Business Administration,Master,,2007-07,2010-06
809,135,165.0,MBA,Master,,,
820,137,168.0,Google Data Analytics Certificate,None,,,
649,102,134.0,Master of Business Administration,Master,Health Care Management,2023-01,Present
1244,218,240.0,Bachelor of Science,Bachelor,Economics,,
558,83,110.0,Bachelor of Arts,Bachelor,Political Science,,
777,125,156.0,Bachelor of Commerce,Bachelor,,2012,2016
1009,167,194.0,Business Intelligence Certification,None,,2011,2012
1263,223,,,,,,
1188,204,231.0,Masters Degree,None,Mathematics,,
377,58,19.0,Bachelor of Engineering,Bachelor,INFORMATION TECHNOLOGY,2015-08,2019-06
997,166,193.0,Bachelor of Engineering,Bachelor,Information Technology,,
335,47,3.0,Data Analytics Boot Camp Certificate,None,,,
630,97,72.0,Bachelor of Engineering,Bachelor,Chemical Engineering,,
829,139,171.0,Bachelor of Science,Bachelor,Geography and Regional Planning,,
1245,218,241.0,Master of Science,Master,Business Informatics,,
650,102,134.0,Master of Business Administration,Master,Health Care Management,2023-01,Present
241,38,44.0,Masters Degree,None,Computer Science and Engineering,2014-08,2016-06
610,93,126.0,Bachelors Degree,None,,,
1044,172,201.0,Graduate Diploma,None,,2018-09,2019-08
1229,214,238.0,ITIL V3 Foundation,None,,,
858,143,174.0,Graduate Diploma,None,"Business Administration, Major Human Resources",,
457,68,88.0,Master of Electrical Engineering,None,,2013,2015
255,39,45.0,Certified International Project Manager,None,,,
1262,222,244.0,Bachelor of Technology,None,Computer Engineering,2012-07,2016-05
162,22,32.0,Bachelor degree,None,,,
1014,168,196.0,Bachelors Degree,None,Computer Science,,
106,14,21.0,Master of Science,Master,"Engineering, Management",2013-08,2014-12
799,134,163.0,Bachelor of Informatics,None,,2019-05,2022-06
493,73,95.0,Master of Computing,None,,2015-09,2017-05
1095,188,125.0,Bachelor of Technology,None,Mechanical Engineering,,
319,44,62.0,Post-Graduate Diploma,None,Artificial Intelligence,2021-01,2022-04
605,92,19.0,Bachelor of Engg.,None,Computer Engineering,2016-08,2020-05
1133,195,221.0,GRADUATE CERTIFICATE IN WIRELESS INFORMATION NETWORKING,None,,,
426,63,3.0,Master of Industrial Engineering,None,Relevant course,2019,2021
239,37,43.0,Bachelor of Commerce,Bachelor,Calorx,,
465,70,90.0,Bachelors Degree,None,International Relations,1990-09,1995-06
1238,216,239.0,Bachelor of Science,Bachelor,Computer Science,2013-06,2016-04
727,112,146.0,,None,,notKnown,2020-10
94,12,1.0,Master of Science,Master,"Management, Business Technology Management",2020-09,2022-04
868,144,72.0,Master of Business Administration,Master,,,
962,160,185.0,Post-Graduate Certificate,None,Data Warehouse Development,,
559,83,110.0,Bachelor of Arts,Bachelor,Political Science,,
1028,169,198.0,Bachelor of Science,Bachelor,Industrial Chemistry,2010,2014
278,39,49.0,,None,aviation,,
76,11,18.0,Bachelor of Technology,None,,2012,2016
1174,202,163.0,Graduate Certificate,None,,2022-09,2023-03
911,146,179.0,Proficiency Certificate in Management,None,,,
1241,218,241.0,Master of Science,Master,Business Informatics,,
909,145,178.0,Bachelor's Degree,None,business,,
222,32,40.0,Bachelors Degree,None,"management studies, Finance",2014-09,2017-07
1041,171,69.0,Master of Systems,None,Science and Engineering,,
7,1,3.0,Bachelors Degree,None,"Science, Physics, Mathematics, Philosophy",2010,2015
1046,172,106.0,M. Eng.,None,,,
775,125,156.0,Bachelor of Commerce,Bachelor,,2012,2016
1161,201,93.0,Master of Science,Master,Bioinformatics,2019-09,2022-09
996,166,192.0,Post-Graduate Certificate,None,Artificial Intelligence and Data Science,,
821,137,68.0,Bachelor of Arts,Bachelor,Psychology,,
1106,190,216.0,Master of Science,Master,Statistics,2021-01,Present
875,144,72.0,Master of Business Administration,Master,,,
772,124,155.0,Master of Science,Master,Mechanical Engineering,2013-09,2015-05
606,92,19.0,Bachelor of Engg.,None,Computer Engineering,2016-08,2020-05
97,13,20.0,Post-Graduate Diploma,None,I.T,,
260,39,50.0,Lean Six Sigma Green Belt,None,,,
651,102,133.0,Master of Science,Master,Information Systems,2016-08,2017-12
910,145,176.0,Certificate,None,Business Analysis,,
773,124,155.0,Master of Science,Master,Mechanical Engineering,2013-09,2015-05
970,160,186.0,Masters Degree,None,"Applied Science, Oil & Gas",2015-05,2017-12
903,145,176.0,Certificate,None,Business Analysis,,
985,163,190.0,Masters Degree,None,Data Analyst,,
72,10,16.0,Master of Engineering,Master,Electrical and Computer Engineering,2019-05,2020-08
1150,200,227.0,Master of Business Administration,Master,Administration,,
1055,174,204.0,Bachelor of Technology,None,Information Technology,,
230,35,38.0,graduate in Research Analyst,None,,,
1171,202,128.0,Graduate Certificate,None,,2020-09,2021-04
4,1,1.0,Bachelors Degree,None,"Science, Computer Science, Relevant Courses, Algorithms",2018,2022
720,111,89.0,Bachelor of Commerce,Bachelor,Accounting,,
475,71,91.0,Masters Degree,None,,,
732,113,88.0,Master of Engineering,Master,Mechanical Engineering,2020-09,2021-12
752,118,3.0,Bachelor of Business Administration,Bachelor,"Administration, Business, Commerce",,
620,95,129.0,Bachelors Degree,None,Computer Engineering,2015-08,2019-04
681,107,139.0,Certificate,None,Oil & Gas Engineering,2003-01,2003-12
368,57,74.0,Bachelors Degree,None,"Science, Mechanical Engineering",2015-09,2019-06
1135,195,221.0,GRADUATE CERTIFICATE IN WIRELESS INFORMATION NETWORKING,None,,,
1005,167,194.0,Business Intelligence Certification,None,,2011,2012
2,1,1.0,Bachelors Degree,None,"Science, Computer Science, Relevant Courses, Algorithms",2018,2022
125,18,25.0,Master of Commerce,Master,Economics and Financial Management,2013,2015
301,43,60.0,Bachelor of Technology,None,Electronics & Communication Engineering,2009,2013
625,96,88.0,Master's,Master,Engineering,,
312,43,60.0,Bachelor of Technology,None,Electronics & Communication Engineering,2009,2013
1163,202,163.0,Graduate Certificate,None,,2022-09,2023-03
55,7,13.0,Master of Management,Master,Artificial Intelligence,,
1208,209,233.0,Bachelor of Commerce,Bachelor,,,
22,2,5.0,Master of Business Administration,Master,Information Technology,2015-07,2017-05
10,1,1.0,Bachelors Degree,None,"Science, Computer Science, Relevant Courses, Algorithms",2018,2022
3,1,2.0,Post Graduate Certification,None,"Geographic Information System, Geospatial Management",2015,2016
583,86,113.0,Master of Science,Master,Electrical and Computer Engineering,,
1243,218,241.0,Master of Science,Master,Business Informatics,,
760,120,153.0,Bachelor of Technology,None,Computer Science,2013-06,2017-06
148,20,29.0,Bachelors Degree,None,Computer Engineering,,
1180,202,230.0,Diploma,None,Public Health,2016-09,2020-10
1206,209,234.0,Post Graduate Diploma,None,,,
492,73,94.0,Bachelor of Science,Bachelor,Computed Science,2009-09,2013-08
276,39,47.0,Master of Business Administration,Master,,,
519,78,80.0,Diploma,None,,,
520,78,60.0,Bachelors of Technology,None,Computer Engineering,,
379,59,76.0,Advanced Diploma,None,Data Science and Analysis,2020,2020
654,102,134.0,Master of Business Administration,Master,Health Care Management,2023-01,Present
740,116,141.0,Bachelors Degree,None,"Technology, Electronics and Communication Engineering",2008,2012
408,62,82.0,WSET Level 2,None,,,
1085,185,141.0,Bachelor of Technology,None,Electronics & Communication Engineering,2010-10,2014-06
535,80,102.0,Certified Design Associate,None,,,
180,22,33.0,Bachelor of Informatics,None,Eng.,2013-01,2017-01
682,107,140.0,Master of Business Administration,Master,,2007-07,2010-06
983,163,190.0,Masters Degree,None,Data Analyst,,
1213,209,233.0,Bachelor of Commerce,Bachelor,,,
284,39,45.0,International Project Management Board Certification,None,,,
737,115,149.0,Food Processing and Nutrition Engineer,None,"Business, Financial Management",,
587,87,115.0,Bachelors Degree,None,Finance,2015-09,2019-06
879,145,176.0,Certificate,None,Business Analysis,,
1261,222,244.0,Bachelor of Technology,None,Computer Engineering,2012-07,2016-05
279,39,46.0,GED Test,None,,,
787,128,16.0,Bachelor of Mathematics,None,"Honours Major Statistics, Minor Computer Science",,
401,62,82.0,WSET Level 2,None,,,
975,161,77.0,Postgraduate Diploma in Management,None,Data analytics,,
74,11,9.0,Post-Graduation Certificate,None,,2018,2020
1073,180,208.0,Bachelor of Electrical Engineering,None,,,
860,143,174.0,Graduate Diploma,None,"Business Administration, Major Human Resources",,
463,70,90.0,Bachelors Degree,None,International Relations,1990-09,1995-06
566,83,109.0,High School Diploma,None,,,
1051,173,203.0,Bachelors Degree,None,,,
725,112,144.0,Masters Degree,None,Comercial Studies,2017-09,2020-07
299,43,59.0,Post-Graduate Diploma,None,Business Administration,2019,2020
890,145,175.0,SAS Advanced Programming Certificate,None,,,
28,3,6.0,Certified Scrum Master,None,,2019-01,Present
547,81,106.0,Master of Science,Master,"Management, Business",2021,2022
1104,189,214.0,Bachelors Degree,None,computer science,,
144,19,16.0,Master of Engineering,Master,Civil Engineering,2017-09,2018-09
541,80,105.0,Diploma of Education,None,Sciences,,
360,54,3.0,Bachelor of Science,Bachelor,Statistics,2016-09,2021-04
82,11,18.0,Bachelor of Technology,None,,2012,2016
383,59,76.0,Advanced Diploma,None,Data Science and Analysis,2020,2020
1011,167,195.0,,None,Technology,2004,2006
738,115,149.0,Food Processing and Nutrition Engineer,None,"Business, Financial Management",,
976,161,126.0,Bachelor of Engineering,Bachelor,"Electronics, computer",,
615,94,3.0,Bachelor of Science,Bachelor,,2015-09,2020-04
816,136,167.0,Master of Business Administration,Master,,,
224,33,42.0,Bachelor of Arts,Bachelor,Economics,2018,2022
600,90,121.0,Matriculation,None,Science,2011,2014
1226,213,237.0,Bachelor of Technology,None,Civil Engineering,,
728,113,88.0,Master of Engineering,Master,Mechanical Engineering,2020-09,2021-12
147,20,29.0,Diploma,None,Computer Engineering,,
758,120,152.0,Graduate Certificate,None,"Business, Analytics",2022-01,Present
101,13,20.0,Post-Graduate Diploma,None,I.T,,
756,118,151.0,CANADIAN SECURITIES COURSE,None,,,
671,107,137.0,Diploma,None,Data Analytics,2021-09,2022-06
1192,206,44.0,Bachelor of Technology,None,"Electronics, Communications, Technology",2008,2012
121,18,27.0,Graduate Certificate,None,,2021,2022
542,81,106.0,Master of Science,Master,"Management, Business",2021,2022
678,107,137.0,Diploma,None,Data Analytics,2021-09,2022-06
192,26,35.0,Bachelor of Engineering,Bachelor,Electrical Engineering,,
902,145,59.0,MBA,Master,"Information System, Finance",,
52,6,11.0,Master of Science,Master,Analytics,2020,2022
439,65,84.0,Diploma,None,,,
1016,168,197.0,Technician,None,,,
1123,192,9.0,PG Diploma,None,Computer Software and Database Development,,
657,102,133.0,Master of Science,Master,Information Systems,2016-08,2017-12
45,4,8.0,Diploma,None,Aircraft Maintenance Engineering,2005,2008
243,38,44.0,Masters Degree,None,Computer Science and Engineering,2014-08,2016-06
283,39,45.0,International Project Management Board Certification,None,,,
831,139,170.0,Master of Business Administration,Master,Global Energy Management,,
968,160,187.0,Certified Scrum Master,None,,,
78,11,9.0,Post-Graduation Certificate,None,,2018,2020
898,145,59.0,MBA,Master,"Information System, Finance",,
607,93,125.0,Masters Degree,None,,,
705,108,141.0,Bachelor of Engineering,Bachelor,Electronics &Communication Engineering,2011,2015
1058,175,205.0,,None,Risk Assessment Methodology,,
213,32,41.0,Certificate in Financial planning,None,,2021-09,2022-04
718,111,89.0,Bachelor of Commerce,Bachelor,Accounting,,
9,1,3.0,Bachelors Degree,None,"Science, Physics, Mathematics, Philosophy",2010,2015
562,83,110.0,Bachelor of Arts,Bachelor,Political Science,,
193,26,35.0,Bachelor of Engineering,Bachelor,Electrical Engineering,,
1004,167,194.0,Business Intelligence Certification,None,,2011,2012
945,154,182.0,Bachelor's,None,,,
491,73,95.0,Master of Computing,None,,2015-09,2017-05
800,134,163.0,Bachelor of Informatics,None,,2019-05,2022-06
412,62,82.0,WSET Level 2,None,,,
433,65,84.0,Diploma,None,,,
1122,192,141.0,Bachelor,None,"Technology, Computer Science Engineering",,
503,74,96.0,Bachelor of Economics,Bachelor,"Credit Management, Finance",2014-09,2018-07
1061,175,205.0,,None,Risk Assessment Methodology,,
430,65,83.0,Diploma,None,Health Information Management,,
290,41,56.0,Google Data Analytics Professional Certificate,None,,,
467,71,91.0,Masters Degree,None,,,
1017,168,196.0,Bachelors Degree,None,Computer Science,,
999,167,194.0,Business Intelligence Certification,None,,2011,2012
1048,173,202.0,Master of Business Administration,Master,Finance,,
87,11,9.0,Quality Engineering Management,None,,2018,2020
375,58,19.0,Bachelor of Engineering,Bachelor,INFORMATION TECHNOLOGY,2015-08,2019-06
1204,209,234.0,Post Graduate Diploma,None,,,
907,145,176.0,Certificate,None,Business Analysis,,
661,102,135.0,Bachelor of Engineering,Bachelor,Information Technology,2009-06,2013-05
188,24,3.0,Masters Degree,None,,,
656,102,133.0,Master of Science,Master,Information Systems,2016-08,2017-12
1060,175,205.0,,None,Risk Assessment Methodology,,
338,49,66.0,Bachelors Degree,None,Physiotherapy,,
1052,173,203.0,Bachelors Degree,None,,,
957,160,185.0,Post-Graduate Certificate,None,Data Warehouse Development,,
634,97,72.0,Bachelor of Science,Bachelor,Computer Science,,
422,62,80.0,AS Degree,None,"Physics, Select courses, Intermediate Experimental Physics, Astronomy",2013-09,2015-12
153,21,30.0,Master of Science,Master,Chemistry,,
481,71,91.0,Master of Science,Master,Entrepreneurship,,
124,18,25.0,Bachelor of Commerce,Bachelor,,,
531,80,103.0,Masters Degree,None,Computer Science,,
936,152,135.0,Bachelors Degree,None,Computer Engineering,2007-06,2011-08
