,Candidate Deidentified ID,Education College Deidentified ID,Education Degree Name,Education Degree Type,Education Major,Education Start Date,Education End Date
971,74,472.0,Bachelor of Arts,Bachelor,"Economics, Statistics",2015-05,2018-05
414,73,89.0,Bachelor of Science,Bachelor,Statistics,,
1307,196,599.0,SAS Certified Professional,None,,2019,2024
1270,210,396.0,Bachelor of Technology,None,Information Technology,2018-07,2022-07
944,368,151.0,MBA,Master,Management,,
875,399,71.0,Master of Applied Computing - Computer Science,None,,2023-01,2024-08
291,679,178.0,Bachelor of Technology,None,Computer Engineering,2018-07,2022-05
751,451,384.0,Higher Diploma,None,,,
1340,178,71.0,Master of Applied Computing,None,,2021-09,2022-12
1316,190,163.0,Bachelor,None,Computer Engineering,,
623,509,327.0,Bachelor of Engineering,Bachelor,Electronics and Communication Engineering,2016-08,2020-05
1356,18,104.0,Master of Engineering,Master,System and Technology,2022-01,2023-12
1435,138,14.0,Bachelor of Science,Bachelor,Computer Science,2014-06,2017-05
178,744,123.0,Master of Science,Master,"Management, Business",2022-09,2024-06
1119,285,18.0,Bachelor of Science,Bachelor,"Specialist, Statistical Science",2019-09,2023-11
1170,255,18.0,Bachelor of Science,Bachelor,"Mathematics, Statistics",2019-09,2023-06
1431,139,18.0,Bachelor of Science,Bachelor,"Statistics, Economics, Mathematics",2016-09,2021-06
213,725,140.0,Bachelor of Science,Bachelor,Computer Science & Engineering,1990-03,2000-04
518,563,128.0,Post Graduate Diploma,None,Marketing Management,,
732,460,375.0,Bachelor of Science,Bachelor,Electrical and Computer Engineering,2015,2019
1017,62,494.0,,None,,notKnown,1984-04
166,749,116.0,Master of Science,Master,INDUSTRIAL ENGINEERING,2016-09,2018-09
1087,300,128.0,Post-Graduate certification,None,,2022,2023
822,413,149.0,Bachelor of Business Administration / BBA,None,,,
219,723,143.0,Bachelors Degree,None,,,
143,762,103.0,Bachelor of Management,None,,,
579,528,303.0,Post-Graduate Diploma,None,Sports Management,,
1468,49,16.0,Bachelor of Computer Applications,None,Information Technology,,
172,747,120.0,Post-Graduate Degree,None,Business,2021-09,2023-08
919,381,451.0,Diploma,None,Mathematics and physics,2007-09,2009-06
558,91,294.0,Bachelor of Computer Applications,None,,2010-06,2013-05
509,569,274.0,Bachelor of Business Administration,Bachelor,,,
1077,306,197.0,Graduate Certificate,None,Business Analysis,2023-09,2024-06
903,387,445.0,SAS,None,"Analytics, Business Intelligence",,
33,44,,,,,,
1364,168,557.0,Post-Graduate Diploma,None,Data Science,2020-08,2021-08
1345,176,620.0,Bachelor of Science / B.S.,None,"Industrial, Microbiology",,
438,608,55.0,Bachelor of Technology,None,Computer Science and Engineering,,
994,340,70.0,Masters Degree,None,engineering,,
69,807,55.0,Diploma,None,Data Analytics,,
494,574,269.0,Co-op Certificate,None,,,
169,748,118.0,Master of Science,Master,Industrial Engineering,2017-09,2019-08
100,790,78.0,Bachelors Degree,None,Computer Engineering,2013-06,2018-06
315,7,189.0,Bachelor of Technology,None,,2012,2016
67,808,54.0,,None,Operations Management,notKnown,2022-07-31
1302,199,597.0,Graduate Certificate,None,"Artificial Intelligence Analysis, Design, and Implementation",2021-09,2022-04
790,431,8.0,Bachelors Degree,None,"Health, Informatics",2005,2008
562,542,44.0,Graduate Diploma,None,Sciences,2017-09,2019-05
47,814,38.0,Diploma,None,General Business,2022-09,2023-12
799,425,402.0,Diploma,None,Business Management,2017-01,2019-04
700,60,357.0,Bachelor's,None,Computer Science Engineering,,
186,739,126.0,Bachelor of Engineering,Bachelor,,2011-08,2015-05
417,622,226.0,Advanced Business Analysis Certificate,None,,,
9,830,8.0,Masters Degree,None,,2023-05,2024-04
879,397,434.0,Bachelor of Engineering,Bachelor,Information Technology,2016-08,2020-06
777,438,8.0,GPA,None,Finance,2019,2025
1113,289,85.0,Post-Graduate Degree,None,Software Technology,2022-09,2024-04
203,730,134.0,Master of Business Administration,Master,,,
1184,248,70.0,Master of Engineering,Master,Communication Systems,2014-09,2016-05
310,672,170.0,Bachelor of Technology,None,,2016-06,2020-05
549,548,163.0,Bachelor of Engineering,Bachelor,Information Technology,2015-08,2019-06
113,3,87.0,Diploma,None,Public Health,2016-09,2020-10
1238,222,582.0,MBA,Master,distance education,,
1114,288,532.0,Bachelors Degree,None,,2014-09,2018-05
1140,275,18.0,Bachelor of Science,Bachelor,Mathematical Applications,2016-09,2020-06
1066,309,128.0,Post-Graduate Certificate,None,Business Management,,
1423,144,9.0,Post-Graduate Diploma,None,Artificial Intelligence and Machine Learning,,
1246,219,70.0,Bachelors Degree,None,,,
614,513,320.0,Bachelor of Engineering (B.E.),None,,,
811,419,375.0,Bachelor of Business Administration,Bachelor,"Finance & Management, Information System",2013-01,2017-08
246,705,160.0,Bachelor of Science,Bachelor,"Business Administration, Accounting",,
1296,39,120.0,Ontario Graduate Certificate,None,Wireless Telecommunications,2015-01,2016-09
1466,49,16.0,Bachelor of Computer Applicaton,None,Information Technology,2013-06,2017-10
907,386,219.0,PG Diploma,None,IT,,
1044,1,508.0,Bachelor of Science,Bachelor,Computed Science,2009-09,2013-08
453,598,250.0,Post-Graduate Certificate,None,BUSINESS ANALYTICS,,
408,624,89.0,Bachelor of Science,Bachelor,Mathematics,2018-07,2021-05
1130,280,18.0,Bachelor of Science,Bachelor,"Statistics, Mathematics",,
234,713,153.0,Bachelors Degree,None,"Mathematics and Computing, Computer Science",2008-08,2013-06
603,518,315.0,Bachelor of Civil Engineering,None,,2011-08,2015-05
70,806,56.0,Bachelor,None,"Law, Law",,
739,455,176.0,Bachelor of Arts,Bachelor,Economics,2017,2021
1168,256,555.0,Bachelors Degree,None,"Technology, Computer science Engineering",2012-07,2016-05
125,775,8.0,Masters Degree,None,Marketing,2020,2021
29,821,,,,,,
327,666,196.0,MSc,Master,Forensic Engineering,,
148,758,28.0,Post-Graduate Diploma,None,Artificial Intelligence,,
292,679,161.0,Post-Graduate Diploma,None,"Information Technology, Business Analysis",2022-09,2023-12
107,786,84.0,Bachelor of Computer Sciences,None,Information Technology,,
1366,167,163.0,Bachelors Degree,None,Computer Engineering,,
115,783,89.0,B.A (Programme),None,,2016-08,2019-10
118,781,36.0,Masters Degree,None,"Electronic Business Technology, Data science",2019-09,2021-09
1407,150,30.0,Graduate Certificate,None,Business Analytics,,
1012,331,28.0,Post-Graduate Certificate,None,,,
1367,166,629.0,AI Lab Fellow,None,,2023-05,2023-06
1062,312,36.0,Masters Degree,None,communication,2020,2022
976,351,474.0,Diploma,None,,2022-01,2023-04
42,56,37.0,CPR,None,,,
1383,161,30.0,Diploma,None,Accounting,2023-05,2024-08
1334,181,613.0,Bachelors Degree,None,electrical and electronics Engineering,,
830,94,411.0,Post-Graduate Diploma,None,Supply,,
1001,337,483.0,Bachelor of Computer Applications,None,,,
1135,278,540.0,Bachelor of Science,Bachelor,Mathematics,2017-09,2021-12
1370,165,44.0,Bachelors Degree,None,Actuarial Science & Statistics,,
1436,80,644.0,Bachelor of Engineering,Bachelor,Electronics and Communication,2009,2013
500,65,271.0,Bachelors Degree,None,Computer Engineering,2017-09,2021-06
356,652,120.0,Ontario Graduate Certificate,None,,2022-09,2024-04
479,581,151.0,Bachelor of Computer Sciences,None,,,
183,741,9.0,Post-Graduate Diploma,None,Artificial Intelligence,2022-01,2023-08
855,402,78.0,Bachelors Degree,None,Production Engineering,2017-07,2021-06
231,714,151.0,Master of Business Administration,Master,Human Resources Management,,
205,730,18.0,Certificate in English,None,,,
1158,264,550.0,Bachelor of Commerce,Bachelor,,,
1314,192,603.0,Masters,None,Business Administra,,
1232,227,163.0,Bachelor of Engineering,Bachelor,Education,,
572,534,30.0,Graduate Certificate,None,,,
728,462,373.0,Bachelors Degree,None,ECE,2008-08,2012-01
1448,132,605.0,Graduate certificate,None,Information Technology,2022-01,2022-09
908,26,163.0,Bachelor of Engineering,Bachelor,Computer Engineering,2016-08,2020-08
582,527,74.0,Bachelor of Science,Bachelor,Economics,2006-09,2010-07
22,824,19.0,Bachelor of Science / B.S.,None,"Information Technology, Accounting",,
26,822,23.0,Post Graduate Program,None,"Management, Finance, Analytics",2018-07,2019-03
998,338,482.0,Bachelor of Technology,None,Electronics and Communication Engineering,,
489,576,36.0,Master of Science,Master,"Mathematics and Statistics, Statistics",2022-09,2024-05
1402,151,639.0,,None,,2020,2022
616,511,322.0,Professional Development Certification,None,,,
1009,333,489.0,Bachelors Degree,None,Accounting and Business,2019-03,2021-06
439,607,243.0,Bachelor of Technology,None,EDUCATION,,
1163,260,553.0,Bachelor of Technology,None,Computer Science & Engineering,2012-06,2016-04
477,582,95.0,Post-Graduate Diploma,None,Supply Chain Management,,
28,822,25.0,Bachelor of Engineering,Bachelor,Electronics and Telecommunication,2009-09,2013-06
927,377,457.0,Masters Degree,None,Indian Classical Percussion,,
451,599,55.0,Bachelor's Degree,None,Computer Science,,
992,342,176.0,Bachelor of Computer Sciences,None,Data Science,2018-09,2021-04
975,352,473.0,Bachelor of Science,Bachelor,Geology,,
918,381,450.0,Diploma,None,"Engineering, computer science",2009-09,2012-06
1033,324,297.0,Bachelor of Science,Bachelor,Mathematics and Finance,2017-09,2022-01
812,418,141.0,Bachelor of Computer Science,None,,,
454,597,8.0,Masters Degree,None,Financial Accountability,2013,2015
641,500,71.0,Master of Applied Computing,None,,2021-09,2023-04
68,808,25.0,Bachelor of Engineering,Bachelor,Electronics & Telecommunications,,
336,661,199.0,Bachelor of Electrical Engineering,None,,,
625,508,328.0,Bachelor of Engineering,Bachelor,,2016,2020
626,507,,,,,,
786,433,216.0,Bachelor of Technology,None,Computer Science Engineering,,
331,664,197.0,Pre-Health Certificate,None,,2011-09,2012-04
1099,9,523.0,"Project Management, Certification management",None,Accounting Program,,
43,56,35.0,Bachelor of Engineering,Bachelor,Industrial,2016-08,2020-10
691,476,30.0,Post-Graduate Certificate,None,Business Analytics,2021-05,2022-08
369,25,212.0,Certified Microsoft Power BI and SQL Developer,None,clients and management,,
722,464,369.0,Masters Degree,None,Statistics,2017-05,2019-08
1070,88,18.0,Masters Degree,None,"Information, Human-Centered Data Science",2022-09,Present
851,405,89.0,Bachelor of Arts,Bachelor,Economics,2018-07,2021-06
202,730,133.0,Bachelors Degree,None,Industrial Engineering,,
667,485,337.0,Master of Science,Master,"Information Technology, Management",,
1434,138,70.0,Master of Business Administration,Master,,2017-09,2019-05
577,530,72.0,Bachelor of Technology,None,,,
301,6,9.0,Post-Graduate Certificate,None,Artificial Intelligence and Machine Learning,2021-01,2022-08
1429,140,431.0,Bachelor,None,Electrical Engineering,,
300,675,184.0,Bachelors Degree,None,Electronics and Communication Engineering,,
1479,114,9.0,Post Graduate Degree,None,Artificial Intelligence and Machine Learning,,
884,395,28.0,Post-Graduate Degree,None,,,
19,827,16.0,Masters,None,Mathematics,,
78,803,63.0,Bachelor of Technology,None,Information Technology,2017-08,2021-05
122,777,93.0,Bachelor's in Business Administration,None,,,
1329,183,610.0,Salesforce Certified Administrator,None,,,
1405,151,454.0,Academic Excellence Award,None,,,
942,368,462.0,BSc,Bachelor,Accounting,,
273,48,89.0,Bachelor of Science,Bachelor,Statistics,,
238,710,,,,,,
527,559,,,,,,
1131,280,538.0,Master of Management,Master,"Analytics, Data Science",,
760,447,387.0,Bachelor of Science,Bachelor,Applied Mathematics,2011-09,2015-06
699,60,356.0,Certificate in Business Intelligence,None,,,
514,565,104.0,Master of Engineering,Master,Public Policy,2016-09,2017-09
85,797,68.0,Google Project Management Career Certificate,None,,,
1194,242,565.0,Master of Science,Master,Data Analytics Computing,2023-01,2024-05
1060,313,514.0,Masters Degree,None,Computer Applications,1999-08,2002-07
1183,249,560.0,Microsoft Power BI Data Analyst Associate Certification,None,,,
391,632,149.0,Bachelors Degree,None,,2010,2014
296,677,181.0,BACHELOR,None,"SCIENCE, COMPUTER ENGINEERING",,
945,367,463.0,Bachelors,None,Computer Engineering,,
1082,303,503.0,Graduate Certificate,None,Project Management - Information Technology,,
639,43,163.0,Bachelors Degree,None,Computer Engineering,2017-07,2021-07
723,464,86.0,Tableau Desktop Specialist Certification,None,,2021-05,2022-10
1152,267,545.0,Bachelor of Technology,None,Computer Engineering,2014-06,2018-04
1073,308,8.0,Master of Business,None,Analytics,,
1287,204,4.0,Master of Professional Studies,None,Analytics,2021-09,2023-07
399,628,32.0,Post Graduate Certificate in Information Systems Business Analysis,None,Informatics,,
1241,52,584.0,Bachelor of Engineering,Bachelor,Electronic Engineering,2011-01,2015-03
1430,140,71.0,Master,None,Electrical and Computer Engineering,,
1282,206,9.0,PG,None,,2022-05,2023-12
461,592,58.0,Master of Science,Master,,2004,2009
1408,150,355.0,Bachelor of Science,Bachelor,,,
1257,24,78.0,Bachelor of Engineering,Bachelor,Mechanical Engineering,,
513,565,276.0,Certificate,None,Data Science,2019-09,2020-09
952,363,465.0,Bachelor of Arts,Bachelor,Mathematics,2015-09,2019-06
1096,9,523.0,Lean Six Sigma White Belt,None,,,
1180,251,558.0,Postgraduate Diploma in Management,None,Operations Management,2018,2020
939,370,70.0,Bachelors Degree,None,Information Technology,2015-06,2021-04
766,444,44.0,Masters Degree,None,,,
76,803,9.0,Post-Graduate Diploma,None,Artificial Intelligence & Machine Learning,2022-09,2024-04
55,812,44.0,Bachelor's Degree,None,Mathematics,,
1069,88,104.0,GPA,None,Economics,2020-09,2021-11
1040,320,507.0,Masters Degree,None,"EDUCATION, Electrical Engineering",,
1002,336,484.0,Master of Science,Master,Operations Management,,
1211,236,574.0,Bachelors Degree,None,International Economics and Trade,,
242,707,157.0,Bachelors Degree,None,Health Sciences,2016-09,2020-05
421,619,236.0,Diploma,None,Computer Science,,
520,562,80.0,Bachelors Degree,None,Electrical and Electronics Engineering,2008,2012
1369,165,18.0,Masters Degree,None,Statistics,,
878,398,433.0,Six Sigma Black Belt,None,,,
59,4,48.0,Masters Degree,None,"applied science, Oil & Gas",,
819,415,176.0,Bachelor of Science,Bachelor,Data Science,2018-09,2022-06
1080,304,66.0,Master of Management,Master,Artificial Intelligence,2023-05,2024-05
685,479,58.0,Bachelor of Science,Bachelor,"Physics, Chemistry, Mathematics",2004-07,2007-04
958,360,44.0,Bachelors Degree,None,"Computational, Mathematics",2018,2024
1463,12,8.0,Bachelor of Science,Bachelor,COMPUTER SCIENCE,2019-01,2023-12
909,385,163.0,Graduate Certificate,None,Business Analysis,2015-08,2019-05
1075,307,161.0,Masters Degree,None,"IT, Analytics",2020-01,2021-04
1000,337,483.0,Master of Computer Applications,Master,,,
1144,273,,,,,,
1215,233,176.0,Bachelor of Arts,Bachelor,Economics with Management,2017,2022
1192,243,150.0,Bachelor of Engineering,Bachelor,Electrical Engineering,2016-07,2020-07
770,442,364.0,Masters Degree,None,Computer Science,2021-01,2022-12
797,426,400.0,Bachelor of Science,Bachelor,Business Information Technology,2011,2012
210,726,138.0,Bachelor of Arts / BA,None,,,
424,617,163.0,Bachelor of Engineering,Bachelor,Computer Engineering,2016-08,2020-08
1056,315,18.0,Master of Engineering,Master,,2022,2023
280,686,174.0,Bachelors Degree,None,Engineering -Computer Science Engineering,2015-08,2019-05
1362,83,626.0,Bachelor of Technology,None,Computer Science and Technology,2014-06,2018-05
261,697,169.0,Bachelor of Engineering,Bachelor,Information Technology,,
263,695,18.0,Bachelor of Science,Bachelor,Statistics and Economics,2018-09,2022-06
707,469,85.0,Diploma,None,Software Engineering Technician,2021-09,2022-12
887,394,437.0,Certified SQL,None,,,
791,431,120.0,Diploma,None,Business Administration,2002,2004
1315,191,44.0,Bachelors Degree,None,"Applied Sciences, Management Engineering",,
896,389,104.0,Bachelor of Science,Bachelor,"Mathematics and Statistics, Economics",2018-09,2022-06
21,825,,,,,,
1357,18,104.0,Master of Engineering,Master,System and Technology program,,
502,572,226.0,CAPM,None,,,
782,435,396.0,Bachelor of Technology,None,"Mech, Engg.",2017-07,2021-05
823,412,409.0,A+ Certification,None,,,
232,714,10.0,Bachelor of Technology,None,Electrical and Electronics Engineering,,
468,588,257.0,IIBA Certified,None,,,
860,401,69.0,Certified ScrumMaster,None,,,
956,361,36.0,Bachelor of Science,Bachelor,Statistics,2018-09,2022-05
471,587,258.0,Master of Science,Master,"Big Data, Analytics",,
1120,284,164.0,Master of Economic,None,,2022-09,2024-01
333,54,78.0,Bachelor of Management Studies - Finance,None,,2016-06,2019-05
297,90,182.0,BACHELOR OF TECHNOLOGY,None,,,
912,85,65.0,Post-Graduate Degree,None,Data analytics,2021-09,2023-05
1111,290,530.0,Bachelor of Science,Bachelor,Engineering,,
606,517,71.0,Master of International,None,Accounting and Finance,,
25,822,22.0,Master of Business Administration,Master,,2017-09,2018-06
463,590,256.0,Bachelors Degree,None,Computer Engineering,2014-06,2018-06
1256,24,44.0,Master of Management Sciences,None,,,
1305,198,80.0,Bachelor of Technology,None,Electronics and communication engineering,,
803,423,404.0,Graduate Degree,None,Global Business Management,,
684,479,350.0,Master of Technology,None,Optics,2010-06,2012-06
1333,86,8.0,Master of Business,None,Analytics,2023-05,2024-05
418,621,234.0,List Certificate,None,,,
1349,174,621.0,Bachelors Degree,None,Computer Engineering,2017-09,2020-09
1039,321,50.0,Masters Degree,None,Applied Computer Science,2021-09,2023-08
1093,297,521.0,Master of Science,Master,Information Technology Security,2018-09,2020-09
539,551,68.0,Google Business Intelligence Professional Certificate,None,,,
682,480,41.0,Masters Degree,None,Management - Business Management,,
102,788,80.0,Bachelor of Technology,None,Computer Science,,
241,708,36.0,Bachelor of Commerce,Bachelor,"Finance, Mathematics",2013,2017
289,680,177.0,Postgraduate Diploma in Management,None,Business,,
775,439,392.0,Post-Graduate Certificate,None,Business,2021-09,2023-04
796,427,270.0,Bachelor's Degree,None,"Textile, Technology",,
1042,1,508.0,Bachelor of Science,Bachelor,Computer Science,2009-09,2013-08
431,613,32.0,Postgraduate Certificate in Business Analytics,None,Relevant course,,
551,547,9.0,Postgraduate Diploma,None,"Big Data, Analytics",,
708,468,361.0,Post-Graduate Diploma,None,Supply Chain Management and Global Logistics,,
973,353,142.0,Bachelor of Engineering,Bachelor,"Computer Science, Engineering",2016-06,2020-07
1141,274,32.0,Graduate Certificate,None,,,
1173,253,183.0,Bachelors Degree,None,IT Engineering,2007,2011
1208,37,572.0,Bachelor of Technology,None,Information Technology,,
361,649,206.0,Post-Graduate Degree,None,Data Analysis,,
482,20,263.0,Bachelor of Engineering,Bachelor,"Electronics, Telecommunication",2014,2018
402,627,229.0,Google Data Analytics Certificate,None,,,
1233,226,580.0,Bachelor of Information Technology,None,,,
483,20,263.0,Bachelor of Technology,None,"Electronics, Telecommunication",2014,2018
752,450,161.0,Post Graduate Diploma,None,Big Data Solution Architecture,,
1043,1,509.0,Master of Computing,None,,2015-09,2017-05
1067,309,516.0,Master of Business Administration,Master,,,
413,73,89.0,Post-Graduate Diploma,None,Machine Learning and Artificial Intelligence,2016-07,2019-05
275,688,173.0,Bachelor,None,Accountancy,,
920,381,452.0,,None,marketing,,
1171,254,36.0,Bachelor of Science,Bachelor,"Computer Science, Statistics",2020-09,Present
1159,263,86.0,Post-Graduate Certificate,None,Data Analytics,2023-01,2023-08
90,796,72.0,Bachelor's Degree,None,Electronics and Communications Engineering,,
1016,62,493.0,master,None,,,
442,605,182.0,Bachelor of Technology,None,EDUCATION,,
756,449,,,,,,
396,629,226.0,,None,Endorsed - Business,2022-01,2022-12
1234,225,,,,,,
713,467,71.0,Masters Degree,None,INDUSTRiAL ENGiNEERiNG,2012-05,2013-06
905,387,447.0,Master of Computing,None,,,
1108,292,527.0,Master of Science,Master,Electrical Engineering,,
785,434,398.0,Master of Science,Master,Business Analytics,,
768,443,71.0,Master of Management - Business,None,Data Analytics,2022-05,2023-10
491,575,267.0,Bachelor of Science,Bachelor,Statistics,2014-09,2018-06
101,789,79.0,Bachelor of Technology,None,Computer Science,,
1182,250,59.0,Master's Degree,None,,,
381,636,217.0,Bachelors Degree,None,Computer Science and Engineering,2015-08,2019-06
979,349,,,,,,
1336,180,615.0,Bachelor of Technology,None,Computer Science,2014-06,2018-05
911,85,396.0,Bachelor of Technology,None,Computer Science,2015-08,2019-06
1024,329,498.0,Masters Degree,None,"Pharmacy, Pharmacology",2012,2014
1145,272,8.0,Bachelor of Commerce,Bachelor,Finance,2019-09,2022-06
1292,46,36.0,Master of Computing,None,,2022-09,2024-04
658,489,334.0,Bachelor's Degree,None,Biotechnology,,
1335,89,614.0,Bachelors Degree,None,computer engineering,2017-05,2020-05
452,598,249.0,Bachelor of Technology,None,MECHATRONICS ENGINEERING,,
538,552,161.0,Post-Graduate Diploma,None,Web Development,,
997,339,481.0,Bachelors,None,Qis,,
233,77,152.0,Bachelor of Pharmacy,Bachelor,,,
515,565,277.0,Bachelor of Laws,Bachelor,International Relations,2012-09,2016-06
965,356,50.0,B. TECH,None,Engineering,,
1212,235,575.0,Bachelor of Technology,None,Computer Science Engineering,2013-08,2017-12
37,818,32.0,Graduate Certificate,None,"Information Systems, Business Analysis",,
1206,37,571.0,Master of Science,Master,Electronic Business,,
256,699,120.0,Graduate Certificate,None,Business,2022-01,2023-08
329,665,104.0,Bachelor of Science,Bachelor,Mathematics and Statistics,2021-09,2024-04
1195,242,513.0,Bachelor of Engineering,Bachelor,Chemical Engineering,2016-07,2020-07
1107,292,18.0,Master of Business Administration,Master,,,
644,497,174.0,Bachelor of Engineering,Bachelor,Computer Science,2015-08,2019-05
173,746,121.0,Bachelors Degree,None,computer and information sciences,,
57,4,46.0,Post-Graduate Certificate,None,Data Warehouse Development,,
573,533,123.0,Bachelors Degree,None,Engineering Science,2018-09,2022-06
338,660,201.0,Bachelor of Technology,None,Education,,
548,548,41.0,Master of Science,Master,"Big Data Analytics, Applied Modelling and Quantitative Methods",2021-05,2022-08
634,502,71.0,Master of Mechanical Engineering,None,,,
60,4,48.0,Masters Degree,None,"Applied Science, Oil & Gas",2015-05,2017-12
81,801,,,,,,
718,61,366.0,Master of Business Administration,Master,"Finance, Marketing",2018-09,2020-10
473,586,260.0,Bachelors Degree,None,information technology,2005-06,2009-05
384,636,219.0,Post-Graduate Diploma,None,,2023-05,2023-12
410,623,142.0,Bachelor of Engineering,Bachelor,Computer Science,2016-08,2020-07
930,375,459.0,Bachelor of Science,Bachelor,Statistics,,
1225,230,373.0,Master of Business Administration,Master,Marketing,,
1115,287,123.0,Master of Science,Master,"Management, Digital Management",2022-09,2023-12
1036,322,505.0,Post-Graduate Certificate,None,Project management,2022-09,2023-04
279,687,18.0,Scholarship,None,,,
354,653,197.0,Graduate Certificate of Business Analysis,None,"Design, Management",2023-09,2024-06
591,523,310.0,Quarter Award,None,,,
1389,158,636.0,Bachelor of Arts,Bachelor,Data Analytics,,
490,576,58.0,Bachelor of Science,Bachelor,Mathematics,2015-09,2018-05
955,362,38.0,Diploma,None,General Business,2022-09,2023-12
814,42,,,,,,
650,87,332.0,Bachelor of International Economics,None,,,
1010,332,490.0,Bachelor of Computer Applications,None,,2008-05,2012-03
77,803,62.0,,None,,notKnown,2023-10
748,452,32.0,Diploma,None,Hospitality Management,2022-01,2023-04
1065,310,30.0,Graduate Certificate,None,Business Analytics,2021-01,2021-08
1460,123,278.0,Bachelors Degree,None,Computer Science & Engineering,2014-07,2018-06
1050,318,18.0,Masters Degree,None,,,
1221,14,85.0,Diploma,None,Business Administration,2017-01,2018-04
883,395,436.0,Bachelor of Engineering,Bachelor,ELECTONICS,2012,2017
578,529,80.0,Bachelors,None,Computer Science & Engineering,,
223,720,145.0,Bachelor of Computer Applications,None,,2014-04,2017-05
1319,190,605.0,PG Diploma,None,,,
934,373,460.0,SENIOR SCHOOL CERTIFICATE,None,,,
180,743,123.0,Bachelors Degree,None,Management and Organizational Studies,2017-09,2020-08
443,604,244.0,Bachelor of Technology,None,,,
669,81,213.0,B.SC,Bachelor,,,
337,661,200.0,Master of Science,Master,Manufacturing Engineering & Management,,
7,830,6.0,Master of Development,None,Economics,2015-03,2017-12
1090,299,161.0,Post-Graduate Certificate,None,Business Analytics,,
240,708,156.0,Digital Analytics Certificate,None,,,
1499,102,309.0,Post-Graduate Certificate in Business Insights,None,,2022,2023
214,725,141.0,Master of Science,Master,Computer Science,,
340,659,18.0,Certificate in Consumer Insights,None,,2024-01,2024-04
1272,209,591.0,Master of Science,Master,Computer Science,2014-08,2015-08
795,427,85.0,Post Graduate in Marketing Research,None,,,
1426,141,641.0,Research Student Dr.,None,,2021-09,2022-04
574,532,300.0,Masters Degree,None,Data Analytics,2022-09,2024-04
1064,311,161.0,Post Graduate in Information Technology,None,,,
1139,275,207.0,Master of Science,Master,Computer Science,2022-09,2024-02
892,392,440.0,Master of Science,Master,Data Science,2022-08,2024-01
485,578,265.0,Bachelors Degree,None,,,
692,476,163.0,Bachelors Degree,None,computer engineering,2015-08,2019-05
267,694,170.0,Bachelor of Technology,None,Computer Science and Engineering,2015-06,2019-05
54,813,43.0,Bachelors Degree,None,Computer Engineering,2017-08,2021-07
640,500,216.0,Bachelors Degree,None,Computer Science and Engineering,2015-06,2019-05
693,475,353.0,Bachelor of Science,Bachelor,,2010-06,2013-07
764,445,51.0,MBA,Master,"EDUCATION, Data Science",,
409,624,30.0,Post-Graduate Diploma,None,Business Analytics,2022-09,2023-04
1147,271,50.0,Bachelor of Science,Bachelor,Biochemistry,2014-09,2018-04
543,551,287.0,Bachelor of Science,Bachelor,Electrical Engineering,,
602,519,70.0,Bachelor of Engineering,Bachelor,Civil Engineering,2012-08,2016-04
1449,131,646.0,Bachelor of Technology,None,Statistics,,
991,342,161.0,Advanced Diploma,None,Computer Engineering,2015-09,2018-04
1049,96,149.0,Bachelor's,None,Mechanical Engineering,,
580,528,304.0,Bachelor of Computer Application,None,,,
1100,296,524.0,Masters Degree,None,BUSINESS,,
1332,86,104.0,Bachelor of Commerce,Bachelor,,2019-09,2023-06
12,828,11.0,Lean Six Sigma Green Belt,None,,,
1143,274,18.0,Bachelors Degree,None,Applied Science and Engineering,,
406,626,104.0,Bachelor of Commerce,Bachelor,,2011,2015
560,543,4.0,Master of Professional Studies,None,Analytics,2023-01,2024-07
1511,28,658.0,BSc.,None,Economics and Finance,,
1028,326,502.0,Bachelor of Engineering,Bachelor,Electronics Engineering,2017-07,2021-06
79,802,64.0,Bachelor of Engineering,Bachelor,Information Technology,2014-08,2018-05
849,406,424.0,Master of Science,Master,Strategic Management,,
325,78,21.0,Bachelor of Science,Bachelor,"Applied Mathematics & Economics, Financial Mathematics",2013-09,2016-05
611,514,318.0,Bachelor of Science,Bachelor,Electronics and Communication Engineering,2018-06,2022-04
933,373,412.0,B.Sc,Bachelor,GEOLOGICAL SCIENCES,,
954,363,466.0,Master of Science,Master,Marketing Analytics and Insights,2019-07,2020-11
1264,212,589.0,Bachelor of Engineering,Bachelor,,,
254,701,41.0,Master of Science,Master,"Applied Modelling, Big Data, Analytics",2023-01,2024-04
928,377,458.0,Bachelor of Technology,None,Information Technology,,
1432,139,643.0,CFA,None,,,
218,724,28.0,Post Graduate Certification,None,"Big Data, Analytics",2022-09,2023-04
949,365,44.0,Master of Mathematics,Master,,2021-09,2022-12
73,805,59.0,Postgraduate Diploma in Management,None,,2016-06,2018-03
1255,214,281.0,Post Graduate Certificate in Global Business Management,None,,2022,2023
8,830,7.0,Bachelor of Economics,Bachelor,,2008-03,2011-12
576,531,302.0,Bachelor of Commerce,Bachelor,"Business Information Systems, Accounting",2013,2016
422,619,237.0,Post-Graduate Diploma,None,Business,,
1178,59,161.0,Post-Graduate Diploma,None,,2021,2022
358,651,150.0,Master of Computer Applications,Master,Compiler Design,,
1310,55,602.0,Bachelor,None,Computer Science and Engineering,,
1363,168,627.0,Bachelors Degree,None,"science, Mathematics",2017-08,2020-08
974,352,152.0,Post-Graduate Diploma,None,Geology,,
119,780,8.0,Bachelor of Engineering,Bachelor,Computer Engineering,2019-09,2024-04
