,Candidate Deidentified ID,Education College Deidentified ID,Education Degree Name,Education Degree Type,Education Major,Education Start Date,Education End Date
834,135,33.0,Master of Applied Computing,None,,2022-09,2023-12
472,218,252.0,Lean Six Sigma Green Belt,None,,,
433,591,234.0,Post-Graduate Diploma,None,Machine Learning,,
977,80,42.0,Post-Graduate Diploma,None,Analytics,2023-01,2023-08
1021,563,471.0,Doctor of Philosophy,Doctorate,Education,,
1201,482,3.0,Master of Engineering,Master,Electrical and Computer Engineering,2021-05,2022-08
1158,371,526.0,Bachelor of Informatics,None,,,
1294,119,569.0,Bachelors Degree,None,Electronics and Telecommunications Engineering,2007-09,2012-09
229,272,137.0,IEP,None,,,
1025,604,321.0,Post-Graduate Diploma,None,,,
1244,354,554.0,Master of Engineering,Master,,,
738,101,25.0,Masters Degree,None,Analytics,2021-09,2023-04
853,207,418.0,Certificate,None,Data Science,,
175,10,51.0,Bachelor of Science,Bachelor,Financial Modelling,,
267,710,155.0,Graduate Certificate,None,"Big Data, Analytics",,
514,657,155.0,Graduate Certificate Program,None,,2023,Present
777,374,84.0,Diploma,None,Computer Programming,2022-05,2023-12
875,452,424.0,Bachelor,None,Computer Science and Engineering,,
280,463,163.0,Bachelor of Computer Sciences,None,,2016-07,2020-05
980,504,464.0,Bachelor of Science,Bachelor,Computer Science,,
149,481,85.0,Bachelors Degree,None,Science - Medical Physics,2009-09,2013-06
478,62,254.0,Bachelor of Science,Bachelor,Mathematics & Applied Mathematics,2017-08,2021-06
1243,354,189.0,Bachelor of Engineering,Bachelor,,,
725,322,368.0,Postgraduate diploma,None,,,
112,709,79.0,Bachelors Degree,None,Business Economics,2011,2014
830,491,410.0,CFA,None,,,
1291,691,84.0,Post Graduate Certificate,None,"Project Management, IT",,
1304,145,,,,,,
1227,72,544.0,Bachelors Degree,None,"Engineering, Computer Science",2014-08,2018-05
1167,194,115.0,Bachelor of Science,Bachelor,Financial Mathematics and Economics,2016-09,2021-04
732,612,372.0,Master of Commerce,Master,Economics and Finance,2022-09,2023-08
106,177,75.0,Bachelor of Technology,None,Computer Science,2009,2013
278,370,7.0,Post-Graduate Diploma,None,,,
464,186,14.0,Master of Management,Master,Analytics,,
1261,233,31.0,Master of Science,Master,Computer Science,,
438,667,236.0,Bachelor Of Engineering,Bachelor,EDUCATION,,
530,535,84.0,Associate,None,Business Management,,
180,520,119.0,Bachelor of Science,Bachelor,"Management Science, Business",,
121,37,87.0,Bachelor of Computer Sciences,None,,2022-09,2023-08
264,294,110.0,Bachelor of Science,Bachelor,Mathematics and Physics,,
305,480,13.0,MASTER OF BUSINESS,None,,,
467,477,250.0,Bachelor of Science,Bachelor,,2010-06,2013-07
1393,582,100.0,Bachelor of Engineering,Bachelor,Electrical and Electronics,,
735,519,374.0,Masters Degree,None,Computer Application,2013-04,2016-05
1153,123,108.0,Bachelor of Technology,None,Electrical & Electronics Engineering,,
1370,286,602.0,,None,,notKnown,2021
905,150,433.0,Bachelors,None,"EDUCATION, Computer Science Engineering",,
507,682,268.0,Bachelors Degree,None,electrical and Electronics Engineering,,
212,719,133.0,Bachelor of Economics,Bachelor,,2012-09,2016-06
390,776,216.0,Master of Computing,None,Data Science,2021-02,2022-12
238,390,12.0,Bachelor of Technology - Computer Science,None,,,
61,249,45.0,Bachelor of Science,Bachelor,"Information Technology, APAC",,
1070,211,488.0,,None,,notKnown,2019-05
1106,404,506.0,Ph.D.,Doctorate,Biomedical Engineering,,
1116,313,7.0,Graduate Certificate,None,Business Analytics,2023-01,2023-08
500,654,264.0,Bachelor of Science,Bachelor,PSYCHOLOGY,,
685,735,74.0,Post Graduation certificate,None,Business,,
1170,446,74.0,Bachelor of Engineering,Bachelor,Mechanical Engineering,2017-06,2021-07
580,278,,,,,,
1155,24,525.0,Bachelor of Business Administration,Bachelor,Finance,2015-09,2019-05
369,285,204.0,Bachelor of Technology,None,Information Technology,,
236,448,141.0,Bachelor of Technology,None,,2015-08,2019-06
147,141,8.0,Bachelors Degree,None,Electronics & Telecommunication Engineering,2015-06,2018-06
794,639,398.0,Bachelor of Informatics,None,,2013-06,2017-08
1040,460,324.0,Bachelor of Science,Bachelor,Mathematics and Statistics,2016-09,2021-05
836,135,281.0,Masters Degree,None,"Business Administration, Technology Management",2016-08,2021-06
276,345,161.0,Certificate of Call,None,,2017,2018
14,687,13.0,Bachelor of Economics,Bachelor,,,
1056,765,60.0,Graduate Diploma,None,Project Management,,
516,185,274.0,Post-Graduate Diploma,None,,2020-08,2021-07
1036,57,14.0,Bachelor of Science,Bachelor,"Applied Statistics Specialist, Economics",2017-09,2021-04
1137,113,189.0,Master of Science,Master,Social Psychology,,
939,163,,,,,,
169,152,114.0,Currency Derivatives Certificate,None,,,
712,545,361.0,,None,,2019-12,2020-03
764,403,33.0,Master of Management,Master,Business,2022-05,2023-08
984,204,16.0,Post-Graduate Certificate,None,,2022-05,2023-12
874,292,70.0,The certification,None,,,
424,623,31.0,Master of Arts,Master,Philosophy,,
1002,475,258.0,Bachelor of Engineering,Bachelor,Electrical and Electronics Engineering,2014,2018
1340,276,587.0,Master of Business Administration,Master,Systems Management,,
127,607,90.0,Bachelor of Science,Bachelor,Economics,2009-05,2012-07
1416,788,371.0,IAAS,None,,,
1129,35,6.0,Masters Degree,None,Resource Economics and Business,,
1060,210,25.0,Master of Professional Studies,None,Analytics,2022-01,2023-12
1385,580,610.0,Bachelor of Science,Bachelor,Biotechnology,,
605,398,31.0,Diploma,None,Operational Research,2017-09,2022-12
122,93,88.0,BACHELOR OF TECHNOLOGY,None,,,
377,214,208.0,Higher Secondary Certificate,None,,2009,2011
805,92,159.0,Bachelors,None,Electronics & Communication Engineering,2011,2015
867,268,422.0,Diploma,None,Aircraft Mechanics,,
286,357,166.0,Bachelor of Science,Bachelor,Business Information Technology,2015,2017
135,174,96.0,Bachelors Degree,None,computer engineering,2017-05,2020-05
1054,564,484.0,Associate of Business Administration,Associate,Finance,2015-09,2017-08
99,307,70.0,Google Data Analytics Certification,None,,,
720,328,365.0,Master of Science,Master,Industrial Management,,
1160,235,108.0,Bachelors,None,Technology,,
1066,240,487.0,Bachelor of Technology,None,Information Technology,2016,2020
285,339,165.0,B.SC,Bachelor,,,
1039,460,51.0,Master of Science,Master,Statistics,2021-09,2023-06
705,743,8.0,Bachelors Degree,None,Electronics and Telecommunication,2014-05-07,2018-06
475,29,253.0,Bachelor of Economics,Bachelor,,2015-09,2020-05
44,120,33.0,MEng,Master,Electrical and Computer Engineering,,
1216,759,110.0,Master's,Master,,,
557,433,191.0,Bachelor of Computer,None,Science Engineering,,
616,555,325.0,Bachelor of Science,Bachelor,Microbiology,,
852,649,33.0,Bachelor of Business Administration,Bachelor,,2012-09,2017-10
702,695,193.0,Bachelors Degree,None,Industrial Engineering,2009-09,2013-07
1047,394,276.0,Bachelor of Technology,None,Information Technology,,
1322,73,74.0,Bachelor of Engineering,Bachelor,Computer Engineering,2016-08,2020-08
301,559,117.0,Diploma,None,Computer Technology,,
708,387,14.0,Bachelor of Science,Bachelor,Biotechnology & Chemistry,,
650,645,7.0,Post-Graduate Diploma,None,"Information Technology, Business Analysis",2022-01,2023-04
699,227,356.0,Bachelor of Technology,None,Computer Science,,
1048,394,235.0,PgC Global Business Management,None,,,
1065,589,486.0,Diploma,None,"Data Analytics, Commerce and Business",2022-09,2023-08
521,185,101.0,CBAP,None,,,
94,417,33.0,Master of Management,Master,"Business, Data Analytics",2022-05,2023-10
534,781,282.0,Master of Science,Master,Information Systems,,
911,549,436.0,Graduate Diploma,None,Education,,
157,478,105.0,Master of Business Administration,Master,,,
755,670,383.0,Bachelors Degree,None,Aircraft Power Engineering,2003,2007
52,565,3.0,Master of Engineering,Master,Electrical & Computer Engineering,2022-01,2023-04
172,500,115.0,Masters Degree,None,"Engineering, Electrical and Computer Engineering, Applied Artificial Intelligence",2022-09,Present
1026,604,189.0,Bachelor of Science,Bachelor,COMPUTER SCIENCE,,
56,581,2.0,Masters Degree,None,"Data Science and Analytics, Data Science",2023-09,Present
826,262,408.0,Bachelors Degree,None,Electronics and Communication Engineering,2009-07,2013-08
1069,211,17.0,Bachelors Degree,None,Computer Science,2015-06,2019-05
924,12,,,,,,
480,27,255.0,Bachelor of Science,Bachelor,Applied Statistics,2017-09,2021-05
1140,4,520.0,Bachelor of Science,Bachelor,"Electronics, Mathematics",,
1369,286,601.0,Certificate of COVID Warrior,None,,,
1301,320,78.0,Master of Engineering,Master,,2021-09,2023-04
1251,730,17.0,Bachelor of Commerce,Bachelor,Accounting and Finance,2012-07,2015-05
503,676,245.0,Bachelor of Engineering,Bachelor,,2015,2019
5,602,4.0,Certified Associate in Python Programming,None,,,
348,380,31.0,Bachelor of Science,Bachelor,Computer Science,2020-09,2024-05
1067,240,103.0,Master of Business,None,Analytics,2023,2024
886,625,7.0,Graduate Diploma,None,"Information Technology, Business Analysis",2022-05,2023-08
84,783,12.0,Bachelor of Technology,None,"Electronics, Communications Engineering",,
885,625,74.0,Bachelor of Engineering,Bachelor,Computer Science & Engineering,2013-04,2015-06
484,449,,,,,,
554,523,33.0,Master of Management,Master,,2017-09,2019-05
1425,271,12.0,Bachelor of Technology,None,"Electronics, Telecommunication",2014,2018
287,357,166.0,Master of Science,Master,"Data Science, Business Analytics",2017,2018
963,764,457.0,Master of Business Administration,Master,Finance and Investment,,
30,223,25.0,Masters Degree,None,Analytics,2023-09,2025-04
477,733,108.0,Bachelors,None,Computer Science & Engineering,,
502,155,,,,,,
940,763,31.0,Masters Degree,None,Artificial Intelligence Management,,
455,425,247.0,PhD,None,,,
1111,731,510.0,Bachelor of Technology,None,Information and Communication Technology,2013-07,2017-05
1133,308,,,,,,
1019,563,469.0,Bachelor of Science,Bachelor,,,
1342,630,49.0,,None,,,
801,377,399.0,GIS Specialization Certificate,None,,,
890,624,7.0,Graduate Diploma,None,"Information Technology, Business Analysis",2022-05,2023-08
1410,450,172.0,Bachelors Degree,None,Petroleum,2016-08,2020-06
88,256,,,,,,
183,51,14.0,Bachelor of Science,Bachelor,"Statistics & Economics, Management",2016-09,2020-06
1337,89,374.0,Master of Science,Master,ELECTRONICS ENGINEERING TECHNOLOGY,,
185,51,121.0,GPA,None,Economics,2020-09,2021-11
544,361,285.0,Master of Science,Master,Business Analytics,2022-09,2023-09
798,377,297.0,Master of Science,Master,,,
1165,526,51.0,Bachelor of Computer Sciences,None,,2018-09,2022-04
987,375,33.0,Master of Engineering,Master,Electrical and Computer,2022-09,2024-01
86,439,2.0,Masters Degree,None,Data Science and Analytics,2023-09,Present
1355,21,193.0,Bachelor's Degree,None,Geological Engineering,,
26,740,21.0,,None,,notKnown,2023-04
967,385,458.0,Bachelor of Technology,None,computer science,2016-05,2020-07
957,368,455.0,Bachelor of Science,Bachelor,Mathematics,,
600,295,313.0,Master of Science,Master,Environmental Microbiology,,
258,714,150.0,Bachelors Degree,None,Degree - Computer Science and Engineering,,
1427,423,621.0,Bachelor of Science and Technology,None,,2023,2024
505,554,176.0,Master of Management,Master,,2021,2022
955,61,115.0,Bachelor of Commerce,Bachelor,"Healthcare, Analytics",2019,2023
696,122,37.0,Master of Business Administration,Master,Finance,,
1034,161,473.0,Bachelor of Engineering in Computer Science,None,,,
658,255,60.0,Post-Graduate Certificate,None,"Education, Data Analytics",2023-09,2024-04
50,352,37.0,Bachelor of Science,Bachelor,Accounting,,
756,670,383.0,BA of Aircraft Power,None,Engineering,,
1390,705,108.0,Bachelor's,None,computer science engineering,,
766,389,33.0,Bachelor of Science,Bachelor,MANAGEMENT SCIENCES,,
595,173,310.0,Bachelor of Economics,Bachelor,Finance,2013-09,2017-06
1049,394,481.0,Master of Science,Master,Electronic Business,,
385,588,212.0,Bachelors Degree,None,Information Technology,,
1381,628,513.0,Bachelor of Commerce,Bachelor,,,
546,512,287.0,Diploma,None,Journalism,2006,2007
168,782,113.0,Bachelor of Technology,None,Electronics and Communications,,
378,214,208.0,Secondary School Certificate,None,,2009,2011
1271,78,100.0,Bachelor of Technology,None,Information Technology,2016-08,2020-04
1300,320,572.0,Bachelor of Engineering,Bachelor,,2016-06,2020-05
1145,752,522.0,Bachelor of Computer Applications,None,,,
1380,628,363.0,Certificate in Computing,None,,,
237,409,51.0,Bachelor of Science,Bachelor,,2018,2023
1093,183,486.0,Diploma,None,"Computer Science & Information Systems, Project Management, Business",2022-01,2023-12
882,681,84.0,Graduate Certificate,None,Business,2019-09,2020-06
1324,606,579.0,Bachelors Degree,None,Management Information Systems,2017-10,2022-02
485,157,78.0,Masters Degree,None,Information Systems Security,2021,2023
891,624,74.0,Diploma,None,"Engineering, Computer Engineering",2010-03,2012-07
1303,706,573.0,Bachelor of Technology,None,Computer,2017-07,2021-06
796,377,31.0,Certificate,None,"Big Data, Analytics",,
1005,541,74.0,Bachelor of Technology,None,COMPUTER SCIENCE,2017-07,2021-06
1391,440,612.0,Bachelor of Education,None,arts,,
1246,727,,,,,,
68,757,49.0,Certification Course,None,Certification- Dynamics Fundamentals,,
672,688,,,,,,
552,647,293.0,Dr.,None,,,
968,543,7.0,Graduate Certificate,None,"Reporting systems, Database development",2022-01,2022-08
872,292,374.0,Bachelor of Technology,None,Electrical Engineering,2016-07,2020-06
358,125,198.0,Bachelor of Technology,None,Computer Science,,
1168,194,115.0,Master of Science,Master,"Mathematics and Statistics, Statistics",2021-09,2023-04
1359,656,597.0,Bachelor of Science,Bachelor,Mathematics,2015-06,2018-06
907,495,198.0,Bachelor of Technology,None,EDUCATION,,
373,419,35.0,Master of Science,Master,"Management, Analytics, Business Analytics",2022-09,2023-08
730,149,371.0,IAAS,None,,,
126,607,30.0,Diploma,None,Computer Programming,2020-09,2022-10
295,340,66.0,Bachelor's of Engineering,None,Electronics & Communication,,
1357,21,49.0,,None,,notKnown,2017
120,469,86.0,Society Best Initiative Award,None,,,
1051,617,483.0,certificate,None,,,
637,314,337.0,Post-Graduate Diploma,None,Business Management,2017-09,2019-04
622,100,330.0,Master of Business Administration,Master,"Finance, Marketing",2018-09,2020-10
710,321,360.0,Certificate,None,Finance,,
959,30,115.0,Bachelor of Commerce,Bachelor,"Finance, Business, Analytics",2018-09,2022-05
1172,20,101.0,Power Platform Fundamentals Certification Path,None,,,
1316,747,30.0,Post-Graduate Diploma,None,,,
1265,490,33.0,Master of Applied Computing,None,,2019-09,2020-12
308,517,176.0,Master of Management,Master,Artificial Intelligence,,
938,453,210.0,Bachelor of Arts,Bachelor,"Psychology, Sociology, Marketing",2015-04,2018-04
894,697,429.0,Bachelor of Technology,None,Computer Science & Engineering,2015-08,2019-05
140,178,16.0,Post-Graduate Diploma,None,,2019-01,2020-08
239,390,84.0,Project Management in IT,None,,,
15,536,14.0,Bachelor of Science,Bachelor,"Economics, Mathematics, Statistics",,
678,243,348.0,Bachelors of Engineering - Computer science,None,,2016-06,2020-07
535,684,283.0,Post-Graduate Diploma,None,Project Management,2023-01,2023-08
1127,34,37.0,BSC,Bachelor,MARINE FISHERIES,,
1033,332,391.0,Bachelor of Arts,Bachelor,Economics and Management Information Systems,,
250,407,3.0,Bachelor of Mathematics,None,Statistics,2018,2023
456,454,14.0,Bachelor of Science,Bachelor,Psychology and Statistics,2017-09,2022-06
1211,759,31.0,Certificate in GIS,None,,2007,2012
201,304,129.0,PhD,None,Bioinformatics,,
1292,691,74.0,Bachelor of Computer Science,None,,,
1349,713,194.0,Masters Degree,None,Human Resources Management,,
1283,525,3.0,Bachelor of Mathematics,None,Economic,,
713,545,33.0,Masters Degree,None,"Applied Computer Science, Artificial Intelligence Stream",2022-09,Present
1053,564,394.0,Bachelor of Business Administration,Bachelor,Information Management,2017-09,2019-07
1435,594,515.0,Bachelor of Technology,None,Electronics & Communications,,
999,365,10.0,Bachelors of Computer,None,Science Engineering,,
283,767,16.0,PG Diploma,None,International Business Management,,
78,502,58.0,Bachelors / B. Tech,None,Computer Science,,
856,771,385.0,Master of Science,Master,Electronic Business,,
413,632,18.0,Bachelor of Science,Bachelor,,2012-09,2017-04
1421,489,108.0,Bachelor Of Technology,None,,,
322,344,184.0,Master of Science,Master,Data Analytics,,
1050,617,482.0,Bachelor of Science,Bachelor,Statistics,2018,2023
290,266,168.0,Best Versatile Student Award,None,Informatica,,
757,105,171.0,Post-Graduate Certificate,None,Information Technology,2023-01,2023-08
936,401,33.0,Bachelors Degree,None,"Computer Science, Business Administration",2020-01,2022-12
399,777,89.0,Bachelor of Commerce,Bachelor,Computer Applications,,
542,641,210.0,Bachelors Degree,None,Business Administration,2017,2019
684,200,252.0,Bachelor of Management,None,,,
1185,598,486.0,Post Degree Diploma Project Management,None,,2021,2022
1346,701,590.0,Bachelor of Social Science,Bachelor,Economics,2008,2012
1379,518,,,,,,
247,568,74.0,Bachelors Degree,None,Computer Engineering,2015-08,2019-06
450,118,14.0,Bachelor of Science,Bachelor,"Major - Statistics, Mathematics, Minor - Economics",,
1236,483,74.0,Bachelor of Engineering,Bachelor,Computer Engineering,2016-07,2020-05
1199,790,159.0,Bachelor of Technology,None,Electronics and Communication,2016,2020
953,690,387.0,Bachelors Degree,None,Technology,2014-07,2018-05
943,108,100.0,Bachelor of Engineering,Bachelor,Computer Science,,
331,356,188.0,Graduate Certificate,None,Business,2022,2023
993,263,33.0,Master of Applied Computing,None,,2022-05,2023-08
553,281,108.0,Bachelor of Technology,None,,,
319,601,181.0,Post Graduate Certificate,None,Occupational Safety and Health,,
273,82,160.0,Post-Graduate Diploma,None,Information Communication Technology,,
767,599,100.0,Bachelor of Engineering,Bachelor,Mech,2013-08,2017-04
743,137,,,,,,
876,452,424.0,Bachelors Degree,None,Computer Science and Engineering,2016-06,2020-06
335,634,159.0,Bachelors,None,,,
962,764,457.0,Masters Degree,None,Information Management,,
225,234,17.0,Bachelors Degree,None,Computer Engineering,2016-08,2020-10
804,64,401.0,Master of Engineering,Master,Industrial Engineering,2023-01,2024-01
750,16,,,,,,
831,508,14.0,Bachelor of Business Administration,Bachelor,Management,2019-09,2023-04
1082,134,494.0,Big Data certifications,None,,2016,2017
1307,794,121.0,Bachelor of Engineering,Bachelor,Electrical Engineering,,
489,213,258.0,Bachelors Degree,None,computer science engineering,2016-08,2020-10
820,84,235.0,Post-Graduate Diploma,None,Information Technology,2021,2023
1228,778,545.0,Bachelor of Computer Sciences,None,,2014,2018
709,387,14.0,Master,None,"Biotechnology, Digital Health Technologies",,
1163,333,433.0,Bachelor of Technology,None,,2015-03,2019-03
1277,136,3.0,Bachelor of Mathematics,None,"Computer Science, Statistics",2019-09,Present
1403,784,33.0,Masters of Management,None,"Business, Data Analytics",2022-01,2023-05
1238,464,155.0,Graduate Certificate,None,,2023-05,2023-12
453,425,121.0,Bachelor of Arts,Bachelor,Political Science,,
1085,134,497.0,,None,,notKnown,2020
395,540,217.0,Bachelors Degree,None,Engineering - Computer Engineering,2016-09,2020-07
983,221,60.0,Graduate Certificate,None,"Artificial Intelligence Analysis, Design, and Implementation",2021-09,2022-04
17,536,15.0,Master of Arts,Master,"Quantitative Methods, Social Sciences",,
631,515,334.0,Bachelor of Science,Bachelor,Pharmacy,,
1298,192,570.0,Bachelor's,None,Computer Science and Engineering,,
904,2,432.0,Certification of Computing Professionals,None,,,
422,708,229.0,Salesforce Certified Community Cloud Consultant Certification,None,,,
528,674,14.0,Data Analytics and Visualization Program Certificate,None,,,
219,133,135.0,Bachelor of Business Administration,Bachelor,Human Resources,2015-01,2018-07
1189,704,100.0,Bachelor of Engineering,Bachelor,Electronics and Communication,2014-03,2018-05
1372,595,604.0,Mechatronics Engineer,None,,2010,2015
1405,7,617.0,Data Analyst,None,,,
191,28,124.0,,None,Exchange Program,,
398,777,219.0,CBAP,None,Prep Course,,
561,437,297.0,B.Sc.,None,,,
1209,759,535.0,,None,,notKnown,2012-07
1147,467,14.0,B.S. iN COMPUTER SCiENCE,None,MiNOR iN ECONOMiCS AND STATiSTiCS,2021-09,2025-04
224,234,33.0,Master of Management - Business,None,Data Analytics,2022-09,2023-12
1382,628,608.0,Masters Diploma,None,Business Administration,,
1009,785,7.0,Postgraduate Diploma,None,Supply Chain Management,,
421,708,228.0,Spot Award,None,,,
1432,203,623.0,Diploma,None,International Business,2019-01,2019-08
1364,132,599.0,Bachelor of Computer Applications,None,,,
223,176,42.0,Post-Graduate Certificate,None,Business Analytics,,
982,221,465.0,Bachelor of Engineering,Bachelor,Information Technology,2016-08,2020-07
1333,43,416.0,Diploma,None,"Computer Programmer, Software Design, Data Science",2020-01,2021-04
1392,769,613.0,Bachelors Degree,None,Computer Science,,
114,646,81.0,Certified UTT Trainer,None,,,
810,711,155.0,Global Business Management,None,,2022-05,2023-08
1099,760,504.0,Diploma,None,Computer Programming and Systems Analysis,,
1055,765,189.0,Bachelor of Agriculture,None,,,
330,205,187.0,Master of Arts,Master,"Economics, Energy Economics",,
1395,187,,,,,,
734,519,373.0,Python Development Certificate,None,,,
1063,589,6.0,Bachelor of Science,Bachelor,"Mathematics, Chemistry",2013-09,2018-06
1260,233,31.0,Bachelor of Science,Bachelor,Computer Science,,
315,436,49.0,Certificate of Completion,None,"DATA SCIENCE, BUSINESS",,
1323,596,,,,,,
55,15,40.0,Bachelors Degree,None,technology,,
231,86,139.0,Bachelor of Science,Bachelor,,,
459,104,38.0,Bachelor of Engineering,Bachelor,Computer Science,,
731,149,7.0,PG diploma,None,Web Design and Development,,
83,553,61.0,Bachelor of Science,Bachelor,Management,,
1332,671,391.0,Bachelor of Science,Bachelor,Statistics,,
47,774,35.0,Bachelor of Business Administration,Bachelor,Computer Science,2019,2023
32,650,26.0,Bachelor,None,Computer Engineering,,
827,262,409.0,Master of Business Administration,Master,Academic Program,2015-08,2017-08
1191,415,531.0,Bachelor of Science,Bachelor,Anatomy,,
207,269,132.0,Diploma,None,"Aircraft Maintenance, Engineering",,
614,665,323.0,Master of Science,Master,Applied Data Analytics,2022-09,2023-05
609,398,318.0,master,None,,,
994,335,,,,,,
788,325,395.0,Bachelor of Science Degree,None,Mathematics - Statistics,2002-09,2005-06
1102,422,505.0,Master of Science,Master,BUSINESS ECONOMICS AND FINANCE,,
871,586,3.0,Bachelor of Science,Bachelor,Mathematics,2018-09,2022-06
303,559,117.0,Master of Business Administration,Master,,,
269,710,8.0,Bachelor of Engineering,Bachelor,Computer Science,,
1061,39,14.0,Bachelors Degree,None,Economics,2020-09,2024-05
995,23,,,,,,
58,722,42.0,Post-Graduate Certificate,None,Analytics,2022-01,2022-08
96,414,33.0,B.A.,None,"Mathematics, Operations Research, Statistics",,
388,470,215.0,Bachelor of Engineering,Bachelor,,,
62,138,31.0,Bachelor of Arts,Bachelor,Information Technology,,
154,773,104.0,Bachelor of Applied,None,"Sciences, Mechanical Engineering",2012-09,2017-04
1132,353,518.0,Master of Business Administration,Master,,,
29,223,24.0,Bachelor of Engineering,Bachelor,Biotechnology,2016-08,2020-07
846,734,415.0,PG Diploma,None,Project Management,,
1169,446,78.0,Master of Engineering,Master,Industrial Engineering,2022-01,2023-08
1075,384,,,,,,
415,68,31.0,Bachelor of Commerce,Bachelor,Finance,2017-09,2021-04
457,753,248.0,Bachelors Degree,None,Electronics and Communication Engineering,,
506,554,267.0,AACSB Accredited,None,,,
590,675,308.0,Post-Graduate Diploma,None,Supply Chain Management,2020-01,2020-10
1016,544,235.0,Ontario Graduate Certificate,None,Wireless Telecommunications,2015-01,2016-09
1183,775,121.0,Bachelors Degree,None,Engineering and Business Management,2019-09,2023-12
670,530,51.0,Master of Engineering,Master,Electrical and Computer Engineering,2019-09,2020-08
1225,511,542.0,Post-Graduate Diploma,None,Embedded Wireless and Mobile Applications,,
380,486,3.0,Bachelor of Arts,Bachelor,Economics,,
740,396,375.0,Bachelor of Technology,None,Education,,
671,720,17.0,Bachelors Degree,None,,,
1154,493,,,,,,
1434,780,17.0,Bachelors Degree,None,commerce,,
12,572,11.0,CERTIFICATE of Full Stack Data Analytics,None,,,
676,521,3.0,Bachelor of Mathematics,None,Statistics,2018-09,2023-06
291,266,169.0,Bachelor of Engineering,Bachelor,Information Technology,,
1198,556,117.0,Bachelor of Science,Bachelor,Public Administration,2011,2015
988,534,33.0,Master of Applied Computing,None,,2023-01,2024-08
1249,472,556.0,Master of Science,Master,Applied,2022-01,2023-08
1290,537,513.0,Bachelor of Commerce,Bachelor,,,
1241,201,553.0,Postgraduate Diploma in Management,None,Marketing Analytics,,
1373,595,604.0,Diploma,None,Data Science & Analytics,,
279,274,140.0,Post-Graduate Diploma,None,Data Analytics,2021-09,2023-05
260,576,60.0,Diploma,None,"Data Analytics, Mathematics, Statistics",,
773,116,177.0,Post-Degree Certificate in Corporate Account Management,None,,,
1057,210,49.0,,None,,notKnown,2021-05
944,578,,,,,,
89,666,14.0,Master of Engineering,Master,Industrial Engineering,2019,2021
24,616,19.0,Bachelor of Science / BSc.,None,Business Management,,
1237,483,115.0,Master of Engineering,Master,Electrical and Computer Engineering,2022-01,2023-04
420,708,227.0,Certification Training,None,,,
1388,660,611.0,HND,None,Banking & Finance,,
727,322,363.0,Post-Graduate Diploma,None,Financial Management,2021-01,2022-01
1177,447,60.0,Post Graduate Certificate Data Analysis,None,,,
16,536,14.0,Scholar Award,None,,,
1027,189,218.0,Entry Certificate in Business Analysis Issued,None,,,
268,710,156.0,Project Management,None,,,
703,695,212.0,Masters Degree,None,"Industrial Engineering, System Analysis",2013-09,2017-01
111,533,78.0,Master of Science,Master,,2013-09,2017-07
392,282,7.0,Post-Graduate Diploma,None,,,
1267,252,561.0,Post-Graduate Degree,None,Global Business Management,,
518,185,15.0,Post-Graduate Diploma,None,,,
860,577,419.0,Ontario Graduate Certificate,None,,2022-05,2023-06
1344,56,60.0,Diploma,None,Artificial Intelligence,,
427,528,232.0,Bachelor of Arts,Bachelor,"Economics, Statistics",2015-05,2018-05
360,672,199.0,Master of Science,Master,Data Analytics,2018,2020
991,87,466.0,Bachelor of Technology,None,,,
613,170,322.0,Bachelor of Economics,Bachelor,,2011-08,2014-05
921,330,443.0,Diploma,None,Business Management,2016-09,2018-12
543,232,14.0,Bachelor of Science,Bachelor,,,
1319,585,51.0,Bachelors Degree,None,Management and Organizational Studies with Specialization in Finance,2018-09,2022-06
1361,656,84.0,Graduate Certificate,None,Financial Planning,2022-05,2022-12
316,144,33.0,Master of Engineering,Master,COMPUTER SCIENCE AND ENGINEERING,,
1121,323,,,,,,
832,253,14.0,Bachelor of Chemical Engineering,None,,2010-09,2015-06
431,591,79.0,Post-Graduate Diploma,None,Machine Learning and Artificial Intelligence,2016-07,2019-05
446,303,14.0,Bachelor of Science,Bachelor,"Computer Science, Statistical Science, Computer Science",2019-09,2024-04
1071,427,,,,,,
221,133,136.0,Diploma,None,Business Analytics,2020-07,2020-08
665,124,347.0,Post Graduate Diploma,None,Web Design and Development,,
791,639,218.0,Entry Certificate in Business Analysis,None,,,
216,583,49.0,,None,,notKnown,2022
642,772,340.0,Master of Management Sciences,None,,,
470,236,108.0,Bachelors,None,Technology,,
572,643,304.0,Masters,None,Computer Networking,,
1417,793,620.0,,None,Georgian,2019-05,2019-12
451,190,245.0,Bachelor of Engineering - Computer Science,None,,,
310,517,14.0,Bachelor of Science,Bachelor,Mathematics & Statistics,2019-09,2023-06
923,165,,,,,,
361,527,31.0,Bachelor of Science,Bachelor,Computer Science,2019,2023
816,317,237.0,Baccalaureate Degree,None,,2022-01,2023-12
761,26,121.0,Master of Engineering,Master,,2018-09,2020-05
1180,310,308.0,Post-Graduate Diploma,None,"Project Management, IT",2021-01,2022-09
345,32,42.0,Ontario Graduate Certificate,None,Health Informatics Program,2023-09,2023-12
1347,701,591.0,Certificate in Business Analytics,None,,2014,2015
646,154,308.0,CA,None,,,
1022,31,,,,,,
1318,341,578.0,Bachelors Degree,None,Electrical Engineering,2013-09,2018-06
