,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
396,198,55,How many years of experience do you have working with SQL?,2 to 3 years
816,202,40,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
562,214,90,Are you comfortable with statistical analysis?,Yes
1697,135,90,Please indicate the required salary you are seeking for this position.,80000
702,216,100,How many years of experience do you have working with SQL?,4+ years
1407,89,80,Are you comfortable with statistical analysis?,Yes
740,54,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
777,57,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1383,105,70,Are you legally able to work in Canada?,Yes
959,223,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
541,5,80,How many years of experience do you have working with SQL?,2 to 3 years
747,10,80,Are you comfortable with statistical analysis?,Yes
110,180,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1420,127,100,Are you legally able to work in Canada?,Yes
594,213,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
850,14,90,Are you comfortable with statistical analysis?,Yes
218,177,75,How many years of experience do you have working with SQL?,2 to 3 years
1224,179,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1106,136,90,How many years of experience do you have working with SQL?,4+ years
874,62,80,How many years of experience do you have working with SQL?,0 to 1 year
1004,47,60,How many years of experience do you have working with SQL?,0 to 1 year
1317,67,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1418,17,100,How many years of experience do you have working with SQL?,4+ years
1468,123,60,Are you comfortable with statistical analysis?,Yes
1248,106,85,What is your self-determined level of expertise in Microsoft Excel?,Expert
1506,192,80,How many years of experience do you have working with SQL?,2 to 3 years
920,69,80,Please indicate the required salary you are seeking for this position.,"70,000"
1240,170,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1214,178,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
535,8,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1394,123,60,Please indicate the required salary you are seeking for this position.,65k
1644,138,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
625,3,100,How many years of experience do you have working with SQL?,4+ years
831,4,75,How many years of experience do you have working with SQL?,0 to 1 year
1555,172,90,Are you comfortable with statistical analysis?,Yes
851,103,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
600,29,70,How many years of experience do you have working with SQL?,0 to 1 year
556,209,85,Please indicate the required salary you are seeking for this position.,70000
1140,140,40,Are you legally able to work in Canada?,Yes
622,199,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
754,54,70,Please indicate the required salary you are seeking for this position.,65000
853,71,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1040,167,70,How many years of experience do you have working with SQL?,2 to 3 years
1153,116,80,Please indicate the required salary you are seeking for this position.,80000 per year
381,214,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
414,68,100,Please indicate the required salary you are seeking for this position.,90000
879,38,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
352,31,70,How many years of experience do you have working with SQL?,2 to 3 years
694,25,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
925,196,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
707,84,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
177,39,45,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
231,199,90,How many years of experience do you have working with SQL?,2 to 3 years
445,121,50,Are you comfortable with statistical analysis?,Yes
1641,150,80,Are you legally able to work in Canada?,Yes
796,221,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1635,64,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
696,196,100,How many years of experience do you have working with SQL?,4+ years
1449,141,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1714,46,70,How many years of experience do you have working with SQL?,2 to 3 years
1701,15,80,Please indicate the required salary you are seeking for this position.,55000
152,16,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1218,63,90,Please indicate the required salary you are seeking for this position.,above $82000
1721,94,100,Please indicate the required salary you are seeking for this position.,75000
1115,137,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
183,92,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1463,52,60,How many years of experience do you have working with SQL?,2 to 3 years
404,55,80,Please indicate the required salary you are seeking for this position.,75000
429,109,90,Are you legally able to work in Canada?,Yes
1717,184,100,How many years of experience do you have working with SQL?,4+ years
1333,49,90,Are you legally able to work in Canada?,Yes
678,51,50,Please indicate the required salary you are seeking for this position.,75000
1372,193,100,How many years of experience do you have preparing statistical analysis?,4+ years
1208,156,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
133,90,90,Are you comfortable with statistical analysis?,Yes
212,221,70,Are you legally able to work in Canada?,Yes
1280,179,60,Please indicate the required salary you are seeking for this position.,$30/hourly
1034,208,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1046,139,70,Are you legally able to work in Canada?,Yes
1716,173,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1783,85,95,How many years of experience do you have working with SQL?,4+ years
1087,21,90,Please indicate the required salary you are seeking for this position.,"$55,000-$65,000"
1179,104,70,Are you legally able to work in Canada?,Yes
1504,171,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
699,111,90,How many years of experience do you have preparing statistical analysis?,4+ years
637,205,70,How many years of experience do you have working with SQL?,2 to 3 years
760,120,100,How many years of experience do you have preparing statistical analysis?,4+ years
686,109,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1170,123,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
260,43,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1297,173,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
241,201,90,How many years of experience do you have working with SQL?,2 to 3 years
1398,163,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1064,15,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1572,28,50,Are you legally able to work in Canada?,Yes
1794,168,75,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
373,71,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
420,222,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
1259,108,100,How many years of experience do you have working with SQL?,4+ years
1344,86,80,Are you legally able to work in Canada?,Yes
1318,49,90,How many years of experience do you have working with SQL?,4+ years
821,134,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1388,113,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1411,171,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
982,191,80,How many years of experience do you have working with SQL?,2 to 3 years
1350,119,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
73,124,90,Are you comfortable with statistical analysis?,Yes
1408,172,90,How many years of experience do you have working with SQL?,4+ years
771,78,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1682,9,100,How many years of experience do you have working with SQL?,4+ years
313,107,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
397,14,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
507,152,100,How many years of experience do you have working with SQL?,4+ years
573,224,80,Please indicate the required salary you are seeking for this position.,100000
854,81,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
528,7,80,Are you comfortable with statistical analysis?,Yes
1186,182,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
276,220,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1790,129,50,Are you legally able to work in Canada?,Yes
1109,32,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
10,132,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1616,158,90,How many years of experience do you have working with SQL?,2 to 3 years
1025,220,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
607,7,80,Please indicate the required salary you are seeking for this position.,90000
320,164,90,How many years of experience do you have working with SQL?,4+ years
1294,50,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
318,196,100,Are you comfortable with statistical analysis?,Yes
889,58,90,Are you comfortable with statistical analysis?,Yes
1198,142,100,Are you legally able to work in Canada?,Yes
690,56,65,How many years of experience do you have working with SQL?,2 to 3 years
1517,104,70,Please indicate the required salary you are seeking for this position.,85000
585,194,100,Please indicate the required salary you are seeking for this position.,75000
1477,33,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
808,47,60,Please indicate the required salary you are seeking for this position.,65000
866,10,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
937,77,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
574,75,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
299,54,70,Are you comfortable with statistical analysis?,Yes
1307,182,90,Please indicate the required salary you are seeking for this position.,60000
164,224,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
385,207,80,How many years of experience do you have working with SQL?,4+ years
846,29,70,Are you comfortable with statistical analysis?,Yes
259,202,40,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1728,155,90,Please indicate the required salary you are seeking for this position.,85000
958,3,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
389,34,100,How many years of experience do you have preparing statistical analysis?,4+ years
1302,87,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1587,97,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
189,18,90,Please indicate the required salary you are seeking for this position.,80000-90000
438,57,60,Are you comfortable with statistical analysis?,Yes
664,84,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
704,36,80,Please indicate the required salary you are seeking for this position.,55000
1069,100,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1454,182,90,Are you comfortable with statistical analysis?,Yes
297,169,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1052,113,80,Are you comfortable with statistical analysis?,Yes
1632,106,85,Please indicate the required salary you are seeking for this position.,$95K CAD
1298,167,70,Please indicate the required salary you are seeking for this position.,70000
1039,44,80,Are you comfortable with statistical analysis?,Yes
1765,64,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1601,115,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
204,51,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
66,42,100,How many years of experience do you have working with SQL?,4+ years
462,39,45,Are you legally able to work in Canada?,No
712,203,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
819,220,70,Please indicate the required salary you are seeking for this position.,0
864,208,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1164,46,70,Please indicate the required salary you are seeking for this position.,"50,000cad - 60,000cad annually"
1081,102,100,Are you comfortable with statistical analysis?,Yes
1390,165,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
938,186,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
677,199,90,Please indicate the required salary you are seeking for this position.,70000
324,54,70,Are you legally able to work in Canada?,Yes
884,90,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
196,84,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
379,59,80,Are you comfortable with statistical analysis?,Yes
724,191,80,Are you comfortable with statistical analysis?,Yes
582,223,90,How many years of experience do you have working with SQL?,4+ years
0,132,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
898,47,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1065,116,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
941,8,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1736,48,80,How many years of experience do you have working with SQL?,4+ years
322,13,80,Are you legally able to work in Canada?,Yes
1592,139,70,How many years of experience do you have preparing statistical analysis?,4+ years
435,210,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1496,88,70,How many years of experience do you have working with SQL?,2 to 3 years
1123,155,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1196,32,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1262,155,90,How many years of experience do you have working with SQL?,4+ years
1760,98,100,Are you legally able to work in Canada?,Yes
716,134,70,Please indicate the required salary you are seeking for this position.,52K
1654,72,100,How many years of experience do you have working with SQL?,4+ years
170,211,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
59,124,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1162,116,80,How many years of experience do you have working with SQL?,4+ years
214,2,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
350,90,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1423,85,95,How many years of experience do you have preparing statistical analysis?,4+ years
589,203,90,Please indicate the required salary you are seeking for this position.,75000
1406,128,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
58,83,60,Are you legally able to work in Canada?,Yes
544,111,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
883,6,80,Please indicate the required salary you are seeking for this position.,80000
952,7,80,How many years of experience do you have working with SQL?,2 to 3 years
559,134,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
134,221,70,Please indicate the required salary you are seeking for this position.,95000
1770,145,100,Are you legally able to work in Canada?,Yes
1615,94,100,How many years of experience do you have working with SQL?,4+ years
1568,28,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
824,2,70,Please indicate the required salary you are seeking for this position.,100000
113,7,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1309,167,70,How many years of experience do you have preparing statistical analysis?,4+ years
767,36,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
647,219,80,Are you legally able to work in Canada?,Yes
240,36,80,Are you comfortable with statistical analysis?,Yes
45,37,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1253,159,90,How many years of experience do you have working with SQL?,4+ years
1523,145,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
120,198,55,Please indicate the required salary you are seeking for this position.,65000-75000
549,222,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1366,156,80,Please indicate the required salary you are seeking for this position.,85000
1056,88,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1560,166,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1392,182,90,How many years of experience do you have preparing statistical analysis?,4+ years
285,84,80,Are you legally able to work in Canada?,Yes
484,112,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
789,19,80,Are you legally able to work in Canada?,Yes
390,207,80,Are you comfortable with statistical analysis?,Yes
1100,52,60,Please indicate the required salary you are seeking for this position.,50000
271,75,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
784,23,80,How many years of experience do you have preparing statistical analysis?,4+ years
578,55,80,How many years of experience do you have working with SQL?,2 to 3 years
672,66,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
107,99,100,Please indicate the required salary you are seeking for this position.,40000
267,26,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
841,207,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1201,197,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1403,74,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
117,152,100,Please indicate the required salary you are seeking for this position.,85000
663,68,100,How many years of experience do you have preparing statistical analysis?,4+ years
1330,141,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
456,201,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1303,15,80,How many years of experience do you have working with SQL?,2 to 3 years
1522,154,100,Are you legally able to work in Canada?,Yes
1160,116,80,Are you comfortable with statistical analysis?,Yes
471,103,100,Please indicate the required salary you are seeking for this position.,75000-85000
36,45,60,Please indicate the required salary you are seeking for this position.,"95,000-100,000"
834,213,90,How many years of experience do you have working with SQL?,2 to 3 years
805,71,60,Are you legally able to work in Canada?,Yes
17,124,90,How many years of experience do you have working with SQL?,4+ years
995,90,90,Are you legally able to work in Canada?,Yes
434,221,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
311,186,60,Are you comfortable with statistical analysis?,Yes
739,221,70,Are you comfortable with statistical analysis?,Yes
1282,100,70,Please indicate the required salary you are seeking for this position.,"90,000"
356,11,100,Are you legally able to work in Canada?,Yes
168,51,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
580,107,100,Are you legally able to work in Canada?,Yes
1633,149,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
711,204,50,How many years of experience do you have working with SQL?,0 to 1 year
1212,168,75,How many years of experience do you have working with SQL?,4+ years
1401,188,80,Are you legally able to work in Canada?,Yes
104,47,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
450,29,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
1602,49,90,Are you comfortable with statistical analysis?,Yes
301,134,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
658,222,70,Are you comfortable with statistical analysis?,Yes
1132,79,80,Are you comfortable with statistical analysis?,Yes
1299,170,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1137,33,80,Are you comfortable with statistical analysis?,Yes
842,30,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
838,25,100,Are you comfortable with statistical analysis?,Yes
1577,197,90,Are you comfortable with statistical analysis?,Yes
1182,137,60,How many years of experience do you have working with SQL?,0 to 1 year
876,57,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
1305,161,95,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1762,137,60,Please indicate the required salary you are seeking for this position.,80000 - 90000
401,7,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1007,3,100,Are you comfortable with statistical analysis?,Yes
1493,136,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
839,41,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
291,38,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1293,105,70,Are you comfortable with statistical analysis?,Yes
1112,118,100,How many years of experience do you have preparing statistical analysis?,4+ years
776,26,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
775,164,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1347,119,60,Are you legally able to work in Canada?,Yes
1210,52,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1080,74,80,Please indicate the required salary you are seeking for this position.,65000
1516,166,100,Are you legally able to work in Canada?,Yes
1415,28,50,Please indicate the required salary you are seeking for this position.,70000
207,194,100,How many years of experience do you have working with SQL?,4+ years
627,13,80,Please indicate the required salary you are seeking for this position.,70000+
1008,1,100,Please indicate the required salary you are seeking for this position.,"80,000"
254,60,80,How many years of experience do you have working with SQL?,2 to 3 years
798,164,90,Are you legally able to work in Canada?,Yes
981,206,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
679,58,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
87,12,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
852,6,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1789,181,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
1084,104,70,How many years of experience do you have working with SQL?,0 to 1 year
1658,189,100,How many years of experience do you have preparing statistical analysis?,4+ years
281,38,80,Please indicate the required salary you are seeking for this position.,60000
1489,76,90,Are you comfortable with statistical analysis?,Yes
362,175,55,What is your self-determined level of expertise in Microsoft Excel?,Expert
31,42,100,Please indicate the required salary you are seeking for this position.,85000
72,42,100,How many years of experience do you have preparing statistical analysis?,4+ years
1367,189,100,Please indicate the required salary you are seeking for this position.,$60 per hour
151,219,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
171,203,90,Are you comfortable with statistical analysis?,Yes
1456,187,30,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1755,193,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1254,163,100,Please indicate the required salary you are seeking for this position.,75000
650,177,75,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
591,198,55,How many years of experience do you have preparing statistical analysis?,0 to 1 year
46,42,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1363,189,100,Are you legally able to work in Canada?,Yes
433,112,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
193,185,85,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
252,210,80,How many years of experience do you have preparing statistical analysis?,4+ years
328,26,80,Please indicate the required salary you are seeking for this position.,90000
737,31,70,Are you legally able to work in Canada?,Yes
1189,182,90,How many years of experience do you have working with SQL?,2 to 3 years
1337,138,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1487,179,60,Are you comfortable with statistical analysis?,Yes
1540,33,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1597,147,90,Are you comfortable with statistical analysis?,Yes
907,78,80,Are you comfortable with statistical analysis?,Yes
1191,179,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
14,24,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1207,162,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1235,32,80,Please indicate the required salary you are seeking for this position.,55000-65000
1750,79,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
84,111,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1659,49,90,How many years of experience do you have preparing statistical analysis?,4+ years
1613,21,90,How many years of experience do you have preparing statistical analysis?,4+ years
1475,182,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
